titulo,tipo_de_producto,serie,pantalla_tecnologia,procesador,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_version_bluetooth,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,procesador_tipo,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,sistema_operativo_sistema_operativo,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nombre_clave,procesador_nivel_de_cache,ram_tipo,alimentacion_numero_de_celdas,medidas_y_peso_color,procesador_numero_nucleos,grafica_tarjeta,comunicaciones_transmision_de_datos,comunicaciones_estandar_lan,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,camara_resolucion_pixeles,webcam_mpx,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_resolucion_pixeles,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,volumen_cm3,custom_category,equip_altavoces_estéreo,equip_refrigeración_líquida,equip_usb_c
"Apple MacBook Air 13"" 2020 M1
Space Gray (MGN63D/A)",Portátil multimedia,Apple MacBook Air,Full HD,Apple M1,SSD,Thunderbolt 3,ninguno,5.0,2.0,polímero de litio,50.0,con tapa,2020.0,IEEE 802.11ax,Apple,Apple M,1.0,Intel,macOS Big Sur,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1247.06,1247.06,1247.06,13.3,33.782,1280x720,0.9,15.0,30.0,21.2,16.0,30.4,1.29,2560x1600,12.0,8.0,4800.0,256.0,4.7,28.0,1031.168,Laptop,1,0,1
"HP EliteBook 650 G9
6F2N9EA",Portátil multimedia,HP EliteBook,Full HD,Intel Core i5-1235U,SSD,HDMI,integrado,5.2,2.0,polímero de litio,56.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,2918.72,2918.72,2918.72,15.6,39.62,1280x720,0.9,10.0,65.0,23.4,20.0,35.9,1.74,1920x1080,12.0,16.0,4800.0,512.0,4.4,15.0,1680.12,Laptop,0,0,1
"ASUS Asus ExpertBook P1 P1403
P1403CVA-S60625X",Portátil profesional,ASUS ExpertBook,Full HD,Intel Core i5-13420H,SSD,HDMI 1.4,integrado,5.4,2.0,ión-litio,50.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR5,3.0,gris,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,624.68,818.4,721.54,14.0,35.56,1280x720,0.9,10.0,65.0,23.8,19.0,32.4,1.43,1920x1080,12.0,16.0,4800.0,512.0,4.6,28.0,1604.5559999999998,Laptop,1,0,1
HP EliteBook x360 1040 G11,Portátil convertible,HP EliteBook,Full HD,Unknown,SSD,HDMI,integrado,5.4,4.0,polímero de litio,68.0,convertible,2024.0,IEEE 802.11be,Intel,Unknown,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,6.0,negro,10.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1554.13,3744.51,2649.32,14.0,35.56,1280x720,5.0,18.0,65.0,22.0,17.0,31.4,1.44,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1174.36,Laptop,1,0,1
"HP EliteBook 650 G9
6F2N5EA",Portátil multimedia,HP EliteBook,Full HD,Intel Core i5-1250P,SSD,HDMI,integrado,5.2,2.0,polímero de litio,56.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,plateado,12.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,3226.72,3226.72,3226.72,15.6,39.62,1280x720,0.9,10.0,65.0,23.4,20.0,35.9,1.74,1920x1080,12.0,16.0,4800.0,512.0,4.4,28.0,1680.12,Laptop,0,0,1
Acer Predator Helios 300 (PH315-53),Portátil gaming,Acer Predator,Full HD,Unknown,SSD,HDMI,integrado,5.2,2.0,ión-litio,58.7,con tapa,2020.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,SD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,4.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,2180.26,2180.26,2180.26,15.6,39.62,1280x720,0.9,10.0,65.0,25.5,23.0,36.3,1.7,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,2128.995,Laptop,0,0,1
"Acer Extensa 15 EX215
EX215-52-507R",Portátil multimedia,Acer Extensa,Full HD,Intel Core i5-1035G1,PCIe SSD,HDMI,integrado,4.0,2.0,ión-litio,36.0,con tapa,2020.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Ice Lake,L3,DDR4,2.0,negro,4.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,948.39,948.39,948.39,15.6,39.62,1280x720,0.9,9.0,45.0,24.8,20.0,36.3,1.9,1920x1080,6.0,8.0,4800.0,512.0,3.6,15.0,1800.48,Laptop,0,0,0
Samsung Galaxy Book 2 15,Portátil multimedia,Samsung Galaxy Book,Full HD,Unknown,SSD,HDMI,integrado,5.1,2.0,ión-litio,54.0,con tapa,2022.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,700.99,1655.58,1178.28,15.6,39.62,1280x720,0.9,12.0,45.0,22.9,15.0,35.7,1.57,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1226.295,Laptop,1,0,1
"Acer Swift 3 Go SFG14-72
SFG14-72-53BP",Portátil multimedia,Acer Swift,2.8K,Intel Core Ultra 5 125H,SSD,HDMI,integrado,5.3,2.0,ión-litio,65.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,LPDDR5X,3.0,negro,14.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1460.36,1460.36,1460.36,14.0,35.56,2560x1440,0.9,11.0,100.0,21.8,15.0,31.3,1.32,2880x1800,18.0,16.0,4800.0,512.0,4.5,28.0,1023.51,Laptop,1,0,1
"LG Gram 17 (2023)
17Z90R-E.AD75B",Portátil multimedia,LG Gram,WQXGA,Intel Core i7-1360P,SSD,HDMI,integrado,5.1,2.0,ión-litio,80.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Raptor Lake-P,L3,LPDDR5,3.0,negro,12.0,NVIDIA GeForce RTX 3050,ninguna,Gigabit-LAN,Laptop,1589.99,2755.65,2172.82,17.3,43.942,1920x1080,0.9,20.0,65.0,25.9,18.0,37.9,1.4,2560x1600,18.0,32.0,6000.0,512.0,5.0,28.0,1766.898,Laptop,1,0,1
"HP 17 2023
17-cn0019nf",Portátil multimedia,HP,Full HD,Intel Celeron N4120,SSD,HDMI,integrado,4.2,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Celeron,1.0,Intel,Windows 11 S,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L2,DDR4,3.0,plateado,4.0,Intel UHD Graphics 600,ninguna,Gigabit-LAN,Laptop,382.74,426.7,404.72,17.3,43.942,1280x720,0.9,8.25,65.0,25.8,21.0,40.1,2.07,1600x900,4.0,4.0,4800.0,128.0,4.7,28.0,2172.6180000000004,Laptop,1,0,1
"GigaByte G5 2023
KF5-53PT353SD",Portátil gaming,Gigabyte G5,Full HD,Intel Core i5-13500H,SSD,HDMI,integrado,5.2,2.0,ión-litio,54.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR5,3.0,negro,12.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,999.12,1152.33,1075.72,15.6,39.624,1280x720,0.9,10.0,150.0,23.8,22.0,36.0,1.9,1920x1080,18.0,16.0,4800.0,512.0,4.7,45.0,1884.9600000000005,Laptop,1,0,1
"Dell Precision 7680
G5KG7",Portátil profesional,Dell Precision,Full HD,Intel Core i7-13850HX,SSD,HDMI,integrado,5.2,2.0,ión-litio,83.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Professional,SD,altavoces estéreo,16:10,Raptor Lake,L3,DDR5,6.0,gris,20.0,NVIDIA RTX A5000,ninguna,Gigabit-LAN,Laptop,3633.8,3633.8,3633.8,16.0,40.64,1920x1080,0.9,10.0,180.0,25.8,27.0,35.6,2.67,1920x1080,30.0,20.0,4800.0,128.0,5.3,55.0,2479.896,Laptop,0,0,1
"ASUS ExpertBook B1 B1502
B1502CBA-NJ283X",Portátil multimedia,ASUS ExpertBook,Full HD,Intel Core i3-1215U,SSD,HDMI,integrado,5.1,2.0,ión-litio,42.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,6.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,449.99,449.99,449.99,15.6,39.624,1280x720,0.9,10.0,65.0,23.3,20.0,36.2,1.69,1920x1080,10.0,8.0,4800.0,512.0,4.4,15.0,1686.92,Laptop,0,0,1
"HP ProBook 455 G10
8X8G4ES",Portátil profesional,HP ProBook,Full HD,AMD Ryzen 7 7730U,SSD,HDMI 2.1,integrado,5.3,2.0,polímero de litio,51.3,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,AMD,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Barcelo-R,L3,DDR4,3.0,plateado,8.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,1389.62,1389.62,1389.62,15.6,39.624,1280x720,5.0,10.0,45.0,23.4,20.0,35.9,1.74,1920x1080,16.0,16.0,4800.0,1000.0,4.5,15.0,1680.12,Laptop,1,0,1
Dell Latitude 7455,Portátil profesional,Dell Latitude,Full HD,Unknown,SSD,Thunderbolt 4,integrado,5.4,4.0,ión-litio,54.0,con tapa,2024.0,IEEE 802.11be,Intel,Unknown,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1326.64,2593.11,1959.88,14.0,35.56,1920x1080,0.9,10.0,65.0,22.4,17.0,31.4,1.44,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1195.7119999999998,Laptop,1,0,1
"Dell Latitude 15 5540
5540 V975G",Portátil profesional,Dell Latitude,Full HD,Intel Core i7-1355U,SSD,HDMI,integrado,5.2,2.0,ión-litio,54.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1290.73,1290.73,1290.73,15.6,39.624,1920x1080,0.9,10.0,100.0,23.3,21.0,35.8,1.61,1920x1080,12.0,16.0,4800.0,512.0,5.0,15.0,1751.694,Laptop,0,0,1
"MSI Stealth 16 AI Studio A1V
A1VIG-003FR",Portátil multimedia,MSI Stealth,Full HD,Intel Core Ultra 9 185H,SSD,HDMI,integrado,5.4,6.0,polímero de litio,99.9,con tapa,2024.0,IEEE 802.11be,Intel,Intel Core Ultra 9,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR5,4.0,negro,16.0,NVIDIA GeForce RTX 4090,ninguna,Gigabit-LAN,Laptop,4299.0,4330.66,4314.83,16.0,40.64,1920x1080,0.9,10.0,240.0,26.0,20.0,35.6,1.99,1920x1080,24.0,32.0,5600.0,1000.0,5.1,28.0,1851.2,Laptop,1,0,1
"Lenovo ThinkPad T16 G3
21MN00CBSP",Portátil multimedia,Lenovo ThinkPad,WUXGA,Intel Core Ultra 7 155U,SSD,HDMI,integrado,5.3,2.0,ión-litio,52.5,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR5,3.0,negro,12.0,Intel Graphics,ninguna,Gigabit-LAN,Laptop,1651.03,2028.99,1840.01,16.0,40.64,1280x720,5.0,10.0,65.0,25.1,20.0,36.0,1.66,1920x1200,12.0,32.0,5600.0,1000.0,4.8,57.0,1807.2,Laptop,1,0,1
"Samsung Galaxy Book 4 Pro 14
NP940XGK-KG1ES",Portátil multimedia,Samsung Galaxy Book,WQXGA+,Intel Core Ultra 5 125H,SSD,HDMI,integrado,5.3,4.0,ión-litio,63.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Home,MicroSD,Dolby Atmos,16:10,Meteor Lake,L3,LPDDR5X,3.0,gris,14.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1114.99,1498.0,1306.49,14.0,35.56,1920x1080,2.0,10.0,65.0,22.4,12.0,31.2,1.23,2880x1800,18.0,16.0,4800.0,512.0,4.5,28.0,838.656,Laptop,1,0,1
"Acer TravelMate P4 (P416-52)
TMP416-52-TCO-55LD",Portátil multimedia,Acer TravelMate,Full HD,Intel Core i5-1335U,SSD,HDMI,integrado,5.1,2.0,ión-litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Raptor Lake-U,L3,DDR4,3.0,azul,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,874.0,1067.99,971.0,16.0,40.64,1280x720,0.9,10.0,90.0,25.1,19.0,35.8,1.6,1920x1080,12.0,16.0,4800.0,512.0,4.6,15.0,1707.3019999999997,Laptop,1,0,1
"Lenovo ThinkPad E16
21JN0002SP",Portátil profesional,Lenovo ThinkPad,WUXGA,Intel Core i7-1355U,SSD,HDMI,integrado,5.2,2.0,polímero de litio,57.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Raptor Lake-U,L3,DDR4L,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,945.76,1212.87,1079.32,16.0,40.64,1920x1080,2.0,15.0,65.0,24.8,20.0,35.6,1.77,1920x1200,12.0,16.0,3200.0,512.0,5.0,15.0,1765.7600000000002,Laptop,1,0,1
"ASUS P15
P1511CJA-BQ770R",Portátil multimedia,ASUS ExpertBook,Full HD,Intel Core i3-1005G1,SSD,HDMI,3 en 1,4.1,2.0,ión-litio,38.0,con tapa,2018.0,IEEE 802.11ac,Intel,Intel Core i3,1.0,Intel,Windows 10 Professional,MicroSD,altavoces estéreo,16:9,Ice Lake,L3,DDR4,2.0,negro,2.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,662.33,662.33,662.33,15.6,39.624,1280x720,0.9,10.0,45.0,25.1,23.0,38.0,2.3,1920x1080,4.0,4.0,4800.0,256.0,3.4,15.0,2193.74,Laptop,1,0,1
"ASUS Chromebook CX3402
CX3402CBA-PQ0692",Chromebook,ASUS Chromebook,Full HD,Intel Core i5-1235U,memoria flash,HDMI,integrado,5.0,2.0,ión-litio,50.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Chrome OS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,LPDDR5,3.0,negro,10.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,499.0,499.0,499.0,14.0,35.56,1920x1080,0.9,10.0,65.0,21.4,19.0,32.6,1.4,1920x1080,12.0,16.0,4800.0,256.0,4.4,55.0,1325.5159999999998,Laptop,0,0,1
"ASUS ROG Zephyrus G16 GU603 (2023)
GU603VV-N4007W",Portátil gaming,ASUS Republic of Gamers,Full HD,Intel Core i9-13900H,PCIe SSD,HDMI,integrado,5.2,2.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i9,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Raptor Lake-H,L3,DDR4,4.0,gris,14.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,2178.29,2178.29,2178.29,16.0,40.64,1280x720,0.9,10.0,240.0,24.3,22.0,35.5,2.0,1920x1080,24.0,16.0,4800.0,1000.0,5.4,45.0,1897.83,Laptop,1,0,1
"Acer Extensa 15 EX215-55
EX215-55-769A",Portátil multimedia,Acer Extensa,Full HD,Intel Core i7-1255U,SSD,HDMI 2.0,integrado,5.0,2.0,ión-litio,40.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,2.0,gris,10.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,555.68,718.98,637.33,15.6,39.624,1280x720,0.9,5.5,45.0,24.1,20.0,36.3,1.78,1920x1080,12.0,16.0,4800.0,512.0,4.7,15.0,1749.66,Laptop,1,0,0
"MSI Thin A15 B7
B7UC-289FR",Portátil gaming,MSI Thin,Full HD,AMD Ryzen 5 7535HS,SSD,HDMI 2.1,integrado,5.3,2.0,ión-litio,52.4,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR5,3.0,negro,6.0,NVIDIA GeForce RTX 3050,ninguna,Gigabit-LAN,Laptop,908.03,1068.2,988.12,15.6,39.624,1280x720,0.9,10.0,120.0,25.4,21.0,35.9,1.86,1920x1080,16.0,16.0,4800.0,512.0,4.55,28.0,1914.906,Laptop,1,0,1
"Acer TravelMate P2 16 TMP216-51
TMP216-51-G2-TCO-51CB",Portátil multimedia,Acer TravelMate,WUXGA,Intel Core 5 120U,SSD,HDMI,integrado,5.2,2.0,ión-litio,50.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR5,3.0,gris,10.0,Intel Graphics,ninguna,Gigabit-LAN,Laptop,872.11,872.11,872.11,16.0,40.64,1920x1080,0.9,12.0,65.0,26.0,23.0,35.9,1.87,1920x1200,12.0,8.0,4800.0,512.0,4.7,28.0,2146.8199999999997,Laptop,0,0,1
"HP EliteBook 860 G10
7L808ET",Portátil profesional,HP EliteBook,WUXGA,Intel Core i7-1360P,SSD,HDMI,integrado,5.3,4.0,polímero de litio,76.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Raptor Lake-P,L3,DDR5,3.0,plateado,12.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,2155.95,2165.88,2160.91,16.0,40.64,1280x720,5.0,10.0,65.0,25.1,19.0,35.9,1.73,1920x1200,18.0,64.0,5200.0,1000.0,5.0,28.0,1712.071,Laptop,1,0,1
Lenovo ThinkPad L13 2-in-1 Gen 5,Unknown,Lenovo ThinkPad,WUXGA,Intel Core Ultra 5 125U,SSD,HDMI,integrado,5.2,2.0,ión-litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Meteor Lake,L3,LPDDR5,3.0,negro,12.0,Intel Graphics,ninguna,Gigabit-LAN,Laptop,1397.18,1624.36,1510.77,15.6,39.62,1280x720,0.9,10.0,65.0,23.8,19.0,35.7,1.7,1920x1080,12.0,16.0,4800.0,512.0,4.3,28.0,1604.5559999999998,Laptop,1,0,1
"Apple MacBook Pro 14"" M4 (2024)
Space Black MX2K3Y/A",Portátil multimedia,Apple MacBook Pro,Retina,Apple M4 Max,SSD,HDMI,integrado,5.3,6.0,polímero de litio,70.0,con tapa,2024.0,IEEE 802.11ax,Apple,Apple M,1.0,Apple,macOS Sequoia,SDXC,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,14.0,Apple M4 Max Graphics,ninguna,Gigabit-LAN,Laptop,3316.6,4167.55,3742.07,14.2,36.068,1920x1080,12.0,13.0,67.0,22.1,16.0,31.3,1.6,3024x1964,12.0,36.0,4800.0,1000.0,4.7,28.0,1106.768,Laptop,1,0,1
"HP EliteBook 640 G10
817D4EA",Portátil profesional,HP EliteBook,Full HD,Intel Core i5-1335U,SSD,HDMI,integrado,5.3,2.0,polímero de litio,42.75,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1607.53,1607.53,1607.53,14.0,35.56,1280x720,0.9,10.0,65.0,21.4,20.0,32.2,1.41,1920x1080,12.0,16.0,3200.0,512.0,4.6,15.0,1378.16,Laptop,1,0,1
"ASUS TUF Gaming F15 (TUF506)
TUF506HM-HN211",Portátil gaming,ASUS TUF Gaming,Full HD,Intel Core i7-11800H,PCIe SSD,HDMI,integrado,5.2,2.0,ión-litio,48.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,sin sistema operativo,MicroSD,altavoces estéreo,16:9,Tiger Lake H45,L3,DDR4,3.0,negro,8.0,NVIDIA GeForce RTX 3060,ninguna,Gigabit-LAN,Laptop,1717.66,1717.66,1717.66,15.6,39.62,1280x720,0.7,10.0,180.0,25.6,25.0,35.9,2.3,1920x1080,24.0,8.0,4800.0,512.0,4.6,45.0,2297.6,Laptop,0,0,0
"ASUS ROG Studio 17
PX706QM-HX063X",Portátil multimedia,ASUS ROG Studio,Full HD,AMD Ryzen 7 5800H,SSD,HDMI,integrado,5.2,2.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Cezanne H,L3,DDR4,3.0,negro,8.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1607.46,1607.46,1607.46,17.3,43.942,1280x720,0.9,10.0,200.0,26.8,25.0,39.9,2.6,1600x900,16.0,16.0,3200.0,512.0,4.4,45.0,2673.2999999999997,Laptop,0,0,1
"HP EliteBook 840 G9
6F6J3EA",Portátil profesional,HP EliteBook,WUXGA,Intel Core i5-1235U,SSD,HDMI,integrado,5.2,2.0,polímero de litio,51.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1497.36,1497.36,1497.36,14.0,35.56,1280x720,5.0,10.0,65.0,22.4,19.0,31.6,1.36,1920x1200,12.0,8.0,4800.0,256.0,4.4,15.0,1344.896,Laptop,1,0,1
"ASUS Vivobook 16X K3605
K3605ZU-N1116",Portátil multimedia,ASUS Vivobook,WUXGA,Intel Core i5-12450H,SSD,HDMI 2.1,integrado,5.3,2.0,ión-litio,70.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,Free DOS,SD,SonicMaster,16:10,Alder Lake-P,L3,DDR4,3.0,plateado,8.0,NVIDIA GeForce RTX 4050,ninguna,Gigabit-LAN,Laptop,749.95,1126.99,938.47,16.0,40.64,1280x720,0.9,10.0,120.0,24.9,18.0,35.8,1.8,1920x1200,12.0,16.0,4800.0,512.0,4.4,45.0,1604.5559999999998,Laptop,1,0,1
"Medion Erazer Deputy P60
MD 62624",Portátil gaming,Medion Erazer,Full HD,Intel Core i7-13620H,SSD,HDMI,integrado,5.1,2.0,polímero de litio,53.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR4,4.0,gris,10.0,NVIDIA GeForce RTX 4070,ninguna,Gigabit-LAN,Laptop,998.65,1902.41,1450.53,15.6,39.624,1280x720,0.9,4.5,65.0,24.0,24.0,36.0,2.1,1920x1080,24.0,16.0,4800.0,1000.0,4.9,45.0,2073.6,Laptop,0,0,1
"HP 15 (2023)
15-fc0087ns",Portátil multimedia,HP,Full HD,AMD Ryzen 3 7320U,SSD,HDMI,integrado,5.0,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ac,AMD,AMD Ryzen 3,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Mendocino,L3,LPDDR5,3.0,plateado,4.0,AMD Radeon 610M,ninguna,Gigabit-LAN,Laptop,406.64,488.65,447.64,15.6,39.62,1280x720,0.9,7.5,45.0,23.6,19.0,35.9,1.6,1920x1080,6.0,8.0,5500.0,256.0,4.1,15.0,1609.756,Laptop,1,0,0
"Microsoft Surface Laptop 7 15
16GB/256GB plateado ZHP-00012",Portátil profesional,Microsoft Surface,Full HD,Qualcomm Snapdragon X Elite X1E-80-100,SSD,Thunderbolt 4,integrado,5.4,2.0,ión-litio,64.0,con tapa,2024.0,IEEE 802.11be,Qualcomm,Qualcomm Snapdragon X Elite,1.0,Qualcomm,Windows 11 Professional,MicroSDXC,altavoces estéreo,3:2,Alder Lake-P,L3,LPDDR5X,3.0,plateado,12.0,Qualcomm Adreno X Elite,ninguna,Gigabit-LAN,Laptop,1425.08,1696.79,1560.93,15.0,38.1,1920x1080,0.9,15.0,65.0,23.9,18.0,32.9,1.66,2496x1664,42.0,16.0,4800.0,256.0,4.7,28.0,1415.358,Laptop,1,0,1
"HP ZBook Studio G10
62W26EA",Portátil multimedia,HP ZBook,WUXGA,Intel Core i7-13800H,SSD,Thunderbolt 4,integrado,5.2,4.0,ión-litio,86.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Raptor Lake-H,L3,DDR5,6.0,plateado,14.0,NVIDIA RTX 2000 Ada,ninguna,Gigabit-LAN,Laptop,2579.0,2875.0,2727.0,16.0,40.64,1280x720,0.9,10.0,200.0,24.2,19.0,35.6,1.73,1920x1200,24.0,32.0,5600.0,1000.0,5.2,45.0,1636.888,Laptop,1,0,1
