ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil convertible,WUXGA,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,convertible,2024.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:10,L3,,,3.0,gris,,64.0,,,,,panorámica,,,,,,,convertible,,,,Laptop,1099.0,1099.0,1099.0,16.0,40.64,300.0,,1920x1080,,65.0,25.5,18.0,35.6,1.9,,,22.0,16.0,,1000.0,4.0,4.3,5.0,45.0,,,,,,1,8.0,4.0,163.0,405.0,49.0,,3731.0,200.0,1212.0,255.0,537.0,537.0
1.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,plateado,,64.0,,"LTE, 4G, 5G",ninguno,,,,,,,,,convertible,,,,Laptop,1729.95,1729.95,1729.95,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,,12.0,16.0,6400.0,512.0,,0.9,4.6,15.0,16.0,,,,,1,141.0,916.0,135.0,488.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
5.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,57.0,,,convertible,2023.0,IEEE 802.11ax,Intel,,,,Dolby Atmos,16:10,L3,,,4.0,,,,,,,,,,,,,,,,,,,Laptop,1545.06,2940.0,2242.53,14.0,35.56,400.0,,1920x1080,,65.0,22.2,16.0,31.4,1.38,,,,,,,,,,,,,,,,1,,,,673.0,,,,,,,,
1.0,Portátil convertible,2K,PCIe SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,,,,,2.0,,44.5,no,,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR4X,,,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,3048.28,3048.28,3048.28,13.5,34.29,450.0,,,17.0,65.0,23.3,12.0,29.8,1.2,,,12.0,16.0,4266.0,512.0,,2.1,4.4,9.0,,,,,,1,2.0,916.0,222.0,63.0,6.0,,3731.0,807.0,185.0,355.0,2.0,2.0
1.0,Portátil convertible,WUXGA+,SSD,Thunderbolt 4,,"Bluetooth, wifi",,"5.0 Mpx, 0.8 Mpx",,,,,,polímero de litio,42.0,,,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR4X,teclado iluminado,,negro,,64.0,,,ninguno,,,,,,,,,"convertible, capacitiva, multitáctil de 10 puntos",,,,Laptop,1946.0,1946.0,1946.0,12.3,31.24,400.0,,,10.0,45.0,20.4,15.0,28.3,1.27,,,8.0,16.0,4266.0,512.0,,1.8,4.0,9.0,,,,,,1,3.0,916.0,222.0,145.0,6.0,,3731.0,684.0,185.0,355.0,11.0,11.0
1.0,Portátil convertible,2.8K,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,4.0,,76.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,,,,gris,,64.0,,,,,,,,,,,,"convertible, capacitiva",,,,Laptop,1731.99,1731.99,1731.99,16.0,40.64,400.0,8192x4608,1920x1080,,65.0,22.3,11.0,31.2,1.26,,,18.0,16.0,,512.0,4.0,3.6,4.5,28.0,,,,,,1,49.0,270.0,93.0,405.0,462.0,,3731.0,128.0,1212.0,299.0,168.0,168.0
1.0,Portátil convertible,2.8K,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,4.0,,76.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,,,,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2641.51,2641.51,2641.51,16.0,40.64,400.0,8192x4608,1920x1080,,65.0,22.3,11.0,31.2,1.26,,,24.0,32.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,93.0,405.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
1.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,,,3.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1773.18,1773.18,1773.18,14.0,35.56,,,1280x720,10.0,,22.3,17.0,32.3,1.38,,,12.0,16.0,,512.0,,1.2,4.4,28.0,,,,,,1,28.0,916.0,133.0,63.0,536.0,8.0,3731.0,684.0,1043.0,330.0,1604.0,1604.0
1.0,Portátil convertible,WUXGA,PCIe SSD,,,"wifi, Bluetooth",Bluetooth 5.2,5.0 Mpx,,,,,2.0,polímero de litio,51.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2437.89,2437.89,2437.89,14.0,35.56,1.0,,,,65.0,27.6,23.0,41.4,1.33,,,12.0,16.0,4800.0,1000.0,,1.2,4.7,15.0,,,,,,1,93.0,916.0,135.0,488.0,536.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,Full HD,PCIe SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,azul,,64.0,,ninguna,ninguno,,,,,,,0x SO-DIMM,,,,,,Laptop,845.0,845.0,845.0,14.0,35.56,,,1280x720,9.0,65.0,21.0,20.0,32.2,1.51,,,12.0,16.0,3200.0,1000.0,,1.2,5.4,15.0,,,,,,1,34.0,135.0,77.0,462.0,55.0,,3731.0,37.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil convertible,2.8K,SSD,,,"Bluetooth, wifi",,,,,,,4.0,ión-litio,83.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,,,6.0,negro,GDDR6,64.0,,,,,,,,,,,,convertible,,,,Laptop,3144.59,3144.59,3144.59,16.0,40.64,,,,15.5,,24.5,20.0,35.8,1.95,,,24.0,32.0,,2000.0,,3.8,4.8,28.0,,,,,,1,192.0,121.0,6.0,405.0,462.0,,133.0,297.0,1212.0,366.0,168.0,168.0
1.0,Portátil convertible,Full HD,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1590.41,1590.41,1590.41,14.0,35.56,,,1280x720,9.0,65.0,21.0,20.0,32.2,1.51,,,12.0,16.0,,512.0,,1.2,5.4,15.0,,,,,,1,34.0,916.0,77.0,462.0,55.0,,3731.0,37.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil convertible,2.8K,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,ión-litio,73.0,,,convertible,2024.0,IEEE 802.11be,AMD,1.0,NVIDIA,MicroSD,,16:10,L3,,,4.0,negro,GDDR6,64.0,,,,,,,,,,,,convertible,AMD Ryzen AI,,,Laptop,3914.27,3914.27,3914.27,13.3,33.782,400.0,,1920x1080,,200.0,21.0,18.0,29.8,1.38,,,36.0,32.0,,1000.0,,2.0,5.1,28.0,,20.0,10.0,,,1,23.0,358.0,10.0,405.0,19.0,,400.0,27.0,1212.0,330.0,168.0,168.0
1.0,Portátil convertible,Full HD,SSD,HDMI,4 en 1,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,52.5,,,convertible,2020.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:9,L3,DDR4,,4.0,gris,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,973.2,973.2,973.2,14.0,35.56,,,1280x720,10.0,65.0,21.8,20.0,32.2,1.5,,,8.0,16.0,3200.0,512.0,4.0,1.8,4.3,25.0,,,,,,1,51.0,391.0,163.0,364.0,83.0,,3731.0,206.0,10.0,561.0,1604.0,1604.0
1.0,Portátil convertible,2.8K,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,71.0,,aluminio,convertible,2024.0,IEEE 802.11ax,Intel,1.0,,MicroSD,,16:10,L3,,,,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1458.38,1458.38,1458.38,14.0,35.56,400.0,,1920x1080,12.5,65.0,22.2,17.0,31.7,1.49,,,24.0,16.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,270.0,46.0,364.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
1.0,Portátil convertible,Full HD,,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,60.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,,gris,,64.0,,ninguna,ninguno,,,,,,,1x SO-DIMM,2 x 8 GB,convertible,,,,Laptop,936.17,936.17,936.17,14.0,35.56,300.0,,1920x1080,12.0,65.0,21.6,17.0,32.0,1.5,,60.0,12.0,16.0,3200.0,512.0,4.0,1.2,5.0,15.0,,,,,,1,134.0,916.0,,364.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR5,,3.0,negro,,64.0,,ninguna,ninguno,,,,,,1x SO-DIMM,,,convertible,,,,Laptop,1159.0,1159.0,1159.0,14.0,35.56,,,1280x720,10.0,,22.3,17.0,32.3,1.38,,,12.0,8.0,,256.0,,,4.6,64.0,40.0,,,,,1,25.0,916.0,133.0,63.0,866.0,8.0,3731.0,684.0,1043.0,330.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,plateado,,64.0,,ninguna,ninguno,,,,,,0x SO-DIMM,,,,,,,Laptop,673.99,673.99,673.99,14.0,35.56,,,1280x720,9.0,65.0,21.0,20.0,32.2,1.51,,,12.0,16.0,3200.0,512.0,,0.9,4.6,15.0,,,,,,1,141.0,916.0,77.0,462.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
2.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,gris,,64.0,,,,,,,,,,,,convertible,Intel AI Boost,,,Laptop,3225.63,3245.22,3235.43,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,6400.0,1000.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,673.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,68.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,,,,gris,,64.0,,,,,,,,,,,,"convertible, capacitiva",,,,Laptop,1467.88,1467.88,1467.88,15.6,39.624,400.0,8192x4608,1920x1080,,65.0,22.8,14.0,35.5,1.46,,,12.0,8.0,,256.0,4.0,0.9,5.0,15.0,,,,,,1,40.0,916.0,93.0,405.0,55.0,,3731.0,38.0,1212.0,753.0,1604.0,1604.0
6.0,Portátil convertible,,,Thunderbolt 4,3 en 1,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,70.0,,aluminio,convertible,2021.0,IEEE 802.11ax,Intel,1.0,,,altavoces estéreo,16:10,,,,,,,,,,,,,,,,,,,,,,,Laptop,1279.0,2435.56,1857.28,13.4,34.04,,,1280x720,20.0,,22.2,15.0,30.0,1.35,,,,,,,,,,,,,,,,1,,,25.0,462.0,,,,,,,,
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,68.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,,,16:10,L3,DDR5,,4.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1320.97,1320.97,1320.97,16.0,40.64,300.0,,,13.25,,24.6,18.0,35.7,1.91,,,12.0,16.0,6400.0,512.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,21.0,488.0,462.0,,3731.0,128.0,1212.0,330.0,537.0,537.0
2.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2805.97,3253.42,3029.69,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,16.0,,512.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,488.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
3.0,Portátil convertible,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR5,,3.0,negro,,64.0,,,ninguno,Touchpad iluminado,,,,,2x SO-DIMM,,2 x 8 GB,convertible,,,,Laptop,1184.9,1196.77,1190.84,14.0,35.56,,,1280x720,10.0,,22.3,17.0,32.3,1.38,,60.0,12.0,16.0,,512.0,,1.2,4.4,28.0,40.0,,,,,1,28.0,916.0,133.0,63.0,536.0,8.0,3731.0,684.0,1043.0,330.0,1604.0,1604.0
2.0,Portátil convertible,Full HD,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1155.28,1311.39,1233.34,14.0,35.56,,,1280x720,9.0,65.0,21.0,20.0,32.2,1.51,,,12.0,8.0,,512.0,,0.9,5.0,15.0,,,,,,1,40.0,916.0,77.0,462.0,55.0,,3731.0,38.0,1212.0,753.0,1604.0,1604.0
2.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,3148.76,3168.35,3158.56,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,,1000.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,488.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
2.0,Portátil convertible,WQXGA,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,2.0,,82.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5,,4.0,negro,GDDR6,64.0,,,,,,,DTS,,,,,convertible,,,,Laptop,2840.96,2934.86,2887.91,16.0,40.64,,8192x4608,,,140.0,25.8,17.0,35.8,2.1,,165.0,24.0,32.0,,2000.0,4.0,3.8,4.8,28.0,,,,,,1,192.0,487.0,25.0,2.0,462.0,16.0,400.0,297.0,1043.0,366.0,347.0,347.0
2.0,Portátil convertible,HD Ready,SSD,HDMI,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,polímero de litio,47.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,LPDDR5,,,gris,,64.0,,,ninguno,,,,,,,,,"convertible, capacitiva",,,,Laptop,674.0,688.96,681.48,11.6,29.464,250.0,,1280x720,,65.0,20.0,19.0,28.7,1.25,,60.0,6.0,8.0,,128.0,4.0,1.0,3.4,15.0,,,,,,1,16.0,715.0,,673.0,44.0,,3731.0,,1043.0,355.0,55.0,55.0
1.0,Portátil convertible,4K,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,71.0,,aluminio,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5X,teclado iluminado,,gris,,64.0,,ninguna,ninguno,,,,,,,,,convertible,Intel AI Boost,,,Laptop,1799.9,1799.9,1799.9,14.0,35.56,400.0,,1920x1080,12.5,65.0,22.2,17.0,31.7,1.49,,60.0,24.0,32.0,7467.0,1000.0,4.0,1.4,4.8,115.0,32.0,,,,,1,192.0,270.0,46.0,462.0,462.0,,3731.0,297.0,1212.0,366.0,49.0,49.0
2.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2641.84,3577.19,3109.52,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,16.0,,512.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,488.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
2.0,Portátil convertible,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2833.62,3328.52,3081.07,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,120.0,12.0,32.0,,1000.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,488.0,462.0,,3731.0,128.0,1043.0,330.0,168.0,168.0
2.0,Portátil convertible,WUXGA+,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,42.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,3:2,L3,,,4.0,negro,,64.0,,,,,,,,,,,,"convertible, capacitiva",Intel AI Boost,,,Laptop,1993.26,2126.58,2059.92,12.3,31.242,400.0,,,,65.0,20.4,15.0,28.3,1.1,,,12.0,16.0,,512.0,,3.6,4.4,9.0,,,,,,1,1.0,270.0,222.0,673.0,462.0,,3731.0,128.0,1043.0,330.0,11.0,11.0
1.0,Portátil convertible,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,59.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,,,,16:10,L3,DDR5,,3.0,,,64.0,,,ninguno,,,,,,,,,,,,,Laptop,1946.01,1946.01,1946.01,14.0,35.56,400.0,,,10.5,,21.9,17.0,31.3,1.39,,,12.0,32.0,6400.0,1000.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,21.0,488.0,462.0,,3731.0,297.0,1212.0,330.0,168.0,168.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2614.42,2614.42,2614.42,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,16.0,,512.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,488.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,2.8K,SSD,,,"Bluetooth, wifi",,,,,,,4.0,ión-litio,83.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,6.0,negro,,64.0,,,,,táctil,,,,,,,convertible,,,,Laptop,2228.55,2228.55,2228.55,16.0,40.64,,,,15.5,,24.5,20.0,35.8,1.95,,120.0,24.0,16.0,,1000.0,,3.8,4.8,28.0,,,,,,1,192.0,270.0,6.0,405.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
2.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,3014.89,3560.97,3287.93,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,,1000.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,488.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,2.8K,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,3248.52,3248.52,3248.52,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,,1000.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,488.0,462.0,,3731.0,297.0,1043.0,330.0,168.0,168.0
1.0,Portátil convertible,2K,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,59.0,,,convertible,2024.0,IEEE 802.11be,AMD,1.0,AMD,,,16:10,L3,LPDDR5,teclado iluminado,3.0,gris,,64.0,,ninguna,ninguno,,IPS,,,,,,,,,,,Laptop,989.0,989.0,989.0,14.0,35.56,400.0,,,10.5,,21.9,17.0,31.3,1.39,,,24.0,16.0,6400.0,1000.0,,3.3,5.1,28.0,16.0,,,,,1,9.0,391.0,21.0,673.0,49.0,,3731.0,206.0,1212.0,561.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2640.01,2640.01,2640.01,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,16.0,,512.0,,3.6,4.3,15.0,,,,,,1,55.0,270.0,,488.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,WUXGA,PCIe SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,3.0,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2787.6,2787.6,2787.6,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,,1000.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
