ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,minitorre,negro,empresas,20.0,2.0,,,,,,,,,,,,,,819.58,999.18,909.38,29.22,15.4,5.18,24.0,16.0,4800.0,512.0,2.6,5.0,64.0,,32.0,2.6,65.0,1,36.0,374.0,126.0,2259.0,,54.0,3731.0,947.0,,1182.0,163.0,,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,minitorre,negro,empresas,16.0,2.0,,,,,,,,,,,,,,819.84,919.61,869.73,29.4,14.5,5.5,20.0,16.0,3200.0,512.0,2.5,4.6,64.0,,34.0,2.5,65.0,1,49.0,202.0,213.0,52.0,866.0,54.0,3731.0,947.0,52.0,1182.0,233.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, wifi",,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,8.0,2.0,,,,,,,,,,,,,,724.69,837.04,780.87,29.28,9.26,5.38,12.0,8.0,4800.0,512.0,3.5,4.7,64.0,,29.0,3.5,60.0,1,9.0,202.0,126.0,2259.0,207.0,54.0,3731.0,190.0,,1182.0,397.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,2.0,,,,,,,,,,,,,,705.66,719.31,712.48,17.8,3.6,,4.0,8.0,3200.0,256.0,2.0,3.3,,,18.0,2.0,10.0,1,9.0,715.0,126.0,2259.0,74.0,78.0,3731.0,16.0,,,397.0,,26.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,IEEE 802.11a,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,factor de forma pequeño (SFF),,empresas,12.0,,,,,,,,,,,,,,,1196.38,1196.38,1196.38,32.0,9.4,,18.0,16.0,2400.0,512.0,2.5,4.4,,,31.0,2.5,117.0,1,79.0,202.0,31.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
8.0,PC de oficina,,,Ethernet,,,,,DDR4,,,,,,,,,Desktop,4 USB 3.2,mini ITX,,,,,,,,,,,,,,,,,,731.11,1026.97,879.04,29.0,9.3,,,,,,,,64.0,,29.0,,,1,,108.0,126.0,,,931.0,,,,,,,
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,,,,,,,,,,,,,,,578.56,643.0,610.78,33.2,10.25,,24.0,8.0,,512.0,,4.8,32.0,,30.0,2.5,65.0,1,84.0,374.0,87.0,2259.0,,54.0,3731.0,947.0,49.0,1182.0,297.0,,
2.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,GDDR6,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,24.0,2.0,,,,,,,,,,,,,,1638.46,1888.95,1763.7,17.8,7.18,2.13,30.0,16.0,4800.0,512.0,2.1,5.2,64.0,,19.0,2.1,219.0,1,105.0,27.0,96.0,63.0,866.0,15.0,124.0,833.0,64.0,,337.0,,749.0
3.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,8.0,,,,,,,,,,,,,,,454.34,652.85,553.6,18.3,17.9,,8.0,8.0,3200.0,256.0,,4.2,,,3.0,3.6,35.0,1,,391.0,213.0,86.0,,78.0,3731.0,100.0,,14.0,397.0,,
3.0,PC de oficina,,,Ethernet,,,,1.0,DDR4,,,,,,,,,Desktop,,factor de forma pequeño (SFF),,,,,,,,,,,,,,,,,,631.34,1015.86,823.6,29.2,9.3,,,,,,,,64.0,,29.0,,,1,,,126.0,,,931.0,,,,,,,
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,12.0,2.0,,,,,,,,,,,,,,874.19,893.44,883.82,,,5.0,18.0,16.0,3200.0,512.0,,4.4,64.0,,,2.0,35.0,1,29.0,374.0,126.0,63.0,529.0,56.0,3731.0,947.0,,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,24.0,2.0,,,,,,,,,,,,,,1727.06,1969.22,1848.14,17.8,7.18,,,16.0,5600.0,512.0,,5.2,64.0,,19.0,2.1,,1,105.0,27.0,96.0,,,15.0,124.0,833.0,64.0,1182.0,337.0,,
3.0,PC de oficina,memoria flash,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,2.0,,,,,,,,,,,,,,423.31,490.73,457.02,17.8,3.6,,4.0,8.0,3200.0,64.0,,2.9,64.0,,18.0,2.0,10.0,1,14.0,715.0,126.0,,74.0,78.0,3731.0,116.0,,11.0,397.0,,26.0
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,8.0,2.0,,,,,,,,,,,,,,627.83,698.19,663.01,30.8,15.5,4.2,12.0,8.0,3200.0,256.0,3.3,4.3,64.0,,33.0,,89.0,1,30.0,202.0,59.0,2259.0,529.0,10.0,3731.0,190.0,,1182.0,397.0,,749.0
7.0,PC de oficina,,,Ethernet,,,,,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,microtorre,,empresas,,,,,,,,,,,,,,,,1162.79,2850.05,2006.42,42.0,17.3,,,,,,,,,,36.0,,,1,,,96.0,,,931.0,,,64.0,,,6.0,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,2.0,,,,,,,,,,,,,,570.66,570.66,570.66,30.8,10.0,4.5,18.0,8.0,3200.0,256.0,2.5,4.4,,,27.0,2.5,65.0,1,79.0,202.0,213.0,,529.0,43.0,3731.0,947.0,,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,28.0,4.0,,,,,,,,,,,,,,1480.86,1823.68,1652.27,37.0,18.0,,33.0,32.0,4800.0,1000.0,2.1,5.4,128.0,,41.0,2.1,65.0,1,69.0,374.0,135.0,86.0,207.0,23.0,3731.0,833.0,,1182.0,160.0,37.0,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,microtorre,gris,,8.0,2.0,,2.0,,,,,,,,,,,,694.11,694.11,694.11,29.0,10.0,,12.0,16.0,3200.0,512.0,3.5,4.7,32.0,,27.0,3.5,60.0,1,9.0,202.0,34.0,2259.0,207.0,87.0,3731.0,190.0,,398.0,397.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,24.0,2.0,,,,,,,,,,,,,,1241.2,1241.2,1241.2,30.8,15.5,5.3,30.0,16.0,3200.0,512.0,,5.1,64.0,,33.0,2.1,65.0,1,105.0,10.0,59.0,2259.0,866.0,931.0,19.0,833.0,,1182.0,337.0,,749.0
7.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,minitorre,negro,empresas,,,,,,,,,,,,,,,,749.8,1087.59,918.69,29.4,14.5,5.5,,,3200.0,,,,,,34.0,,,1,,202.0,213.0,,866.0,,3731.0,,52.0,1182.0,,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,8.0,2.0,,,,,,,,,,,,,,496.99,496.99,496.99,30.8,10.0,4.5,12.0,8.0,3200.0,256.0,2.5,4.5,64.0,,27.0,3.4,58.0,1,28.0,202.0,213.0,4.0,52.0,54.0,3731.0,190.0,29.0,1182.0,397.0,,
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,,,,,,,,,,,,1849.57,2899.31,2374.44,30.8,33.7,,30.0,16.0,,512.0,2.1,5.2,,,15.0,2.1,219.0,1,105.0,374.0,112.0,2259.0,866.0,931.0,3731.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,microtorre,gris,,16.0,,,2.0,,,,,,,,,,,,833.21,833.21,833.21,29.0,10.0,4.4,20.0,16.0,,512.0,2.5,4.6,,,27.0,2.5,65.0,1,49.0,202.0,34.0,111.0,866.0,87.0,3731.0,947.0,,389.0,233.0,,749.0
2.0,PC de oficina,disco duro SSD,DisplayPort,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,1928.99,1928.99,1928.99,37.0,18.0,13.6,30.0,32.0,4400.0,1000.0,,5.4,128.0,,41.0,3.4,125.0,1,27.0,374.0,135.0,52.0,866.0,23.0,3731.0,833.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,microtorre,gris,,16.0,2.0,,2.0,,,,,,,,,,,,791.65,791.65,791.65,29.0,10.0,,20.0,16.0,3200.0,512.0,2.5,4.7,32.0,,27.0,2.5,65.0,1,22.0,202.0,34.0,2259.0,207.0,87.0,3731.0,947.0,,389.0,233.0,,749.0
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,24.0,,,,,,,,,,,,,,,1315.93,1319.46,1317.7,5.5,20.4,2.75,30.0,16.0,3200.0,1000.0,2.1,5.2,64.0,,20.0,2.1,219.0,1,105.0,715.0,,2259.0,866.0,28.0,3731.0,833.0,,165.0,337.0,,749.0
3.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, wifi",,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,755.81,1066.19,911.0,29.28,9.26,,24.0,8.0,4800.0,512.0,2.6,5.0,64.0,,29.0,2.6,,1,36.0,374.0,126.0,2259.0,,54.0,3731.0,947.0,,1182.0,163.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,253.77,269.34,261.56,,,6.1,,8.0,2666.0,480.0,,,,,,4.1,,1,4.0,715.0,,2259.0,,65.0,3731.0,,28.0,165.0,,,
2.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",,,Intel,1.0,DDR4,,64.0,,,,,,,Desktop,,,negro,empresas,,4.0,,,,,,,,,,,,,,715.0,815.97,765.49,29.77,9.25,5.3,,8.0,3200.0,256.0,,4.6,128.0,,33.0,2.5,,1,49.0,715.0,213.0,2259.0,,,3731.0,947.0,,1182.0,233.0,,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR5,,,,,,,,,Desktop,,desktop,,,20.0,,,,,,,,,,,,,,,971.62,997.09,984.36,,,,24.0,16.0,,512.0,2.5,4.8,,,,2.5,65.0,1,84.0,,,,866.0,,,947.0,,1182.0,163.0,,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,IEEE 802.11ac,Intel,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,,,,,,,,,,,,,,,944.12,944.12,944.12,29.28,9.26,,25.0,16.0,,512.0,2.1,4.9,,,29.0,2.1,180.0,1,52.0,,26.0,,529.0,931.0,,833.0,,1182.0,297.0,,
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,,,,,,,,,,,,,,,578.56,643.0,610.78,33.2,10.25,,24.0,8.0,,512.0,,4.8,32.0,,30.0,2.5,65.0,1,84.0,374.0,87.0,2259.0,,54.0,3731.0,947.0,49.0,1182.0,297.0,,
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,28.0,4.0,,,,,,,,,,,,,,1396.77,1467.42,1432.1,37.0,18.0,,33.0,16.0,4400.0,512.0,,5.6,128.0,,41.0,3.4,125.0,1,27.0,374.0,135.0,86.0,866.0,23.0,3731.0,833.0,,1182.0,160.0,37.0,
4.0,PC de oficina,,,"Ethernet, wifi",,IEEE 802.11ac,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,,,,,,,,,,,,,572.92,944.12,758.52,29.28,9.26,,,,,,,,,,29.0,,,1,,,26.0,,,931.0,,,,,,,
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,690.76,690.76,690.76,17.8,3.6,1.08,24.0,8.0,5600.0,512.0,1.7,4.8,64.0,,18.0,1.7,35.0,1,6.0,374.0,126.0,2259.0,,59.0,3731.0,947.0,,1182.0,163.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,,,,,,,,,,,,,,,326.1,337.95,332.02,39.0,17.5,,65.0,8.0,3200.0,1000.0,,4.3,,,37.0,3.6,,1,13.0,108.0,,2259.0,123.0,65.0,3731.0,190.0,28.0,165.0,397.0,,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,2.0,,,,,compatible 4K,,,,,,,,,763.19,763.19,763.19,,,1.34,24.0,8.0,3200.0,256.0,,4.6,64.0,,,1.6,35.0,1,19.0,374.0,126.0,2259.0,866.0,56.0,3731.0,947.0,,1182.0,163.0,,749.0
13.0,PC de oficina,,,Ethernet,Bluetooth 5.0,,Intel,,,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,,,,,1.0,,,,,,,,,,,,,449.0,1851.2,1150.1,29.6,14.5,,,,,,,,,,34.0,,,1,,,213.0,,,931.0,,,,,,139.0,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,4.0,,,,,,,,,,,,,,1333.0,1333.0,1333.0,30.8,33.7,,24.0,32.0,4800.0,1000.0,,5.0,128.0,,15.0,2.6,,1,36.0,374.0,112.0,2259.0,,43.0,3731.0,947.0,92.0,1182.0,163.0,,
4.0,PC de oficina,memoria flash,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,2.0,,,,,,,,,,,,,,446.01,480.81,463.41,17.8,3.6,1.1,4.0,8.0,2933.0,64.0,,2.9,16.0,,18.0,2.0,10.0,1,14.0,715.0,126.0,,74.0,78.0,3731.0,116.0,,11.0,397.0,,26.0
2.0,PC de oficina,memoria flash,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,2.0,,,,,,,,,,,,,,445.12,477.27,461.19,17.8,3.6,,4.0,8.0,3200.0,64.0,,2.9,64.0,,18.0,2.0,10.0,1,14.0,715.0,126.0,,,78.0,3731.0,116.0,,11.0,397.0,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,24.0,,1.0,,,,,,,,,,,,,1265.99,1265.99,1265.99,34.0,9.3,,30.0,16.0,,512.0,2.1,5.2,,,29.0,2.1,219.0,1,105.0,374.0,213.0,2259.0,866.0,931.0,3731.0,833.0,,1182.0,337.0,139.0,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,0.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,2.0,,,,,,,,mate,,,,,,1937.12,1937.12,1937.12,30.8,15.5,5.31,25.0,32.0,3200.0,512.0,2.1,4.9,,,33.0,,180.0,1,52.0,715.0,59.0,2259.0,529.0,931.0,1.0,833.0,,1182.0,297.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR5,GDDR6,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),,empresas,,,,,,,,,,,,,,,,2018.99,2018.99,2018.99,17.8,7.18,,,16.0,,512.0,,,,,19.0,,,1,105.0,22.0,96.0,2259.0,,931.0,124.0,,,1182.0,,,
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,32.0,,,,,,,,,,,,,,,3932.59,4006.95,3969.77,37.0,18.0,,36.0,64.0,4800.0,1000.0,,6.0,,,41.0,3.2,125.0,1,25.0,31.0,135.0,86.0,866.0,23.0,9.0,356.0,,1182.0,194.0,37.0,
3.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,1400.29,1511.17,1455.73,37.0,18.0,13.6,30.0,16.0,4800.0,1000.0,,5.4,128.0,,41.0,3.4,125.0,1,27.0,374.0,135.0,41.0,866.0,23.0,3731.0,833.0,,1182.0,337.0,37.0,749.0
8.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,,,1.0,,,,,,,,,,,,,517.99,987.94,752.97,18.3,17.9,,,,,,,,,,3.0,,,1,,,213.0,,,931.0,,,,,,8.0,
1.0,PC de oficina,disco duro SSD,DisplayPort,Ethernet,,,Intel,,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,24.0,2.0,,,,,,,,,,,,,,1916.99,1916.99,1916.99,17.8,7.18,,,16.0,5600.0,512.0,,5.2,64.0,,19.0,2.1,,1,105.0,10.0,96.0,,,15.0,124.0,833.0,64.0,1182.0,337.0,,
1.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,8.0,2.0,,,,,,,,,,,,,,737.46,737.46,737.46,17.8,3.6,1.2,12.0,8.0,,512.0,3.5,4.7,64.0,,18.0,3.5,60.0,1,9.0,202.0,126.0,,207.0,73.0,3731.0,190.0,,1182.0,397.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,32.0,4.0,,,,,,,,,,,,,,1885.22,1966.36,1925.79,37.0,18.0,,36.0,32.0,4400.0,1000.0,2.0,5.8,128.0,,41.0,2.0,65.0,1,11.0,374.0,135.0,86.0,207.0,23.0,3731.0,356.0,,1182.0,194.0,37.0,749.0
2.0,PC de oficina,disco duro M.2 SSD,DisplayPort,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,8.0,2.0,,,,,,,,,,,,,,643.95,787.94,715.95,17.8,3.6,1.08,35.0,8.0,5600.0,512.0,,4.4,64.0,,18.0,2.7,,1,1.0,202.0,126.0,2259.0,,73.0,3731.0,190.0,,1182.0,397.0,,
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,,,1.0,1.0,,,,,,,,,,,,686.99,1003.62,845.31,29.0,9.25,,,16.0,,512.0,,,,,34.0,,,1,41.0,391.0,213.0,111.0,,931.0,3731.0,,,1182.0,,139.0,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,2.0,,,,,,,,,,,,,,732.82,796.44,764.63,30.8,10.0,4.5,20.0,16.0,3200.0,512.0,2.5,4.6,64.0,,27.0,2.5,65.0,1,49.0,202.0,213.0,41.0,866.0,87.0,3731.0,947.0,,1182.0,233.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,2.0,,,,,,,,,,,,,,726.9,726.9,726.9,30.8,15.5,4.2,18.0,8.0,3200.0,512.0,3.0,4.6,64.0,,33.0,,117.0,1,39.0,715.0,59.0,,529.0,15.0,3731.0,947.0,,200.0,813.0,,749.0
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,20.0,4.0,,,,,,,,,,,,,,1695.08,1859.98,1777.53,29.8,9.25,,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,,33.0,,180.0,1,52.0,374.0,213.0,,529.0,931.0,3731.0,833.0,,1182.0,297.0,,749.0
2.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",,,Intel,,DDR4,,64.0,grabadora DVD,,,,,,Desktop,,,negro,empresas,16.0,4.0,,,,,,,,,,,,,,1057.09,1179.98,1118.53,29.77,9.25,5.3,20.0,16.0,3200.0,512.0,2.5,4.6,128.0,,33.0,2.5,65.0,1,49.0,202.0,213.0,,866.0,31.0,3731.0,947.0,,1182.0,233.0,,749.0
1.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",,,Intel,,DDR4,,,grabadora DVD,,,,,,Desktop,,,negro,empresas,24.0,,,,,,,,,,,,,,,1020.28,1020.28,1020.28,29.77,9.25,5.0,30.0,16.0,,512.0,2.1,5.2,,,33.0,2.1,219.0,1,105.0,,213.0,,866.0,,,833.0,,,337.0,,749.0
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,2.0,,,,,,,,,,,,,,695.26,817.15,756.2,29.8,9.3,5.3,20.0,16.0,,512.0,2.5,4.6,64.0,,34.0,2.5,65.0,1,49.0,202.0,213.0,86.0,866.0,31.0,3731.0,947.0,,1182.0,233.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,,,,,,,,,,,,,,,1246.1,1333.0,1289.55,30.8,33.7,,24.0,16.0,,512.0,,4.8,,,15.0,2.5,65.0,1,84.0,374.0,112.0,2259.0,,931.0,3731.0,,,1182.0,297.0,,
