ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_funcion,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_articulo_incluido,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
8.0,Portátil profesional,,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,41.0,,,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,Dolby Audio Premium,3:2,L3,LPDDR5,,,plateado,,64.0,ninguna,ninguno,,,,,,,,,,,multitáctil de 10 puntos,,,,,,,,Laptop,777.4,913.64,845.52,12.45,31.623,320.0,,1280x720,15.0,,20.6,16.0,27.8,1.13,148.0,,12.0,8.0,,256.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,158.0,673.0,536.0,39.0,3731.0,684.0,1212.0,753.0,19.0,19.0
85.0,Portátil profesional,,SSD,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,42.0,,plástico,con tapa,,2023.0,IEEE 802.11ax,Intel,,,,,16:9,L3,,,3.0,,,,,,,,Gigabit-LAN,,Certificación MIL-STD 810H,,,,,,,,,,,,,,Laptop,521.99,1328.41,925.2,14.0,35.56,250.0,,1280x720,,65.0,21.4,19.0,32.6,2.21,,,,,,,,,,15.0,,20.0,3.25,,,,1,,,133.0,145.0,,14.0,,,,,,
13.0,Portátil profesional,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,gris,,64.0,,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,Intel AI Boost,,,,,,Laptop,917.24,1452.33,1184.78,15.6,39.624,250.0,,1920x1080,,65.0,23.3,23.0,35.8,1.62,141.0,60.0,12.0,16.0,5600.0,512.0,4.0,3.6,4.3,15.0,64.0,,,,,,1,55.0,135.0,84.0,405.0,462.0,,3731.0,128.0,1043.0,330.0,1604.0,1604.0
1.0,Portátil profesional,Full HD,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,2.0,polímero de litio,53.8,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,,ninguna,ninguno,teclado numérico,,,,,,,0x SO-DIMM,,,,,,,,,,,Laptop,599.0,599.0,599.0,15.6,39.624,,4096x2304,,,65.0,24.1,20.0,35.9,1.7,,,16.0,16.0,3200.0,512.0,4.0,2.0,4.5,15.0,16.0,,,,,,1,30.0,391.0,37.0,54.0,77.0,,3731.0,200.0,265.0,255.0,1604.0,1604.0
69.0,Portátil profesional,,,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,64.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,,MicroSDXC,,3:2,,,,,,,,,,,táctil,,,,Microsoft Copilot,,,,,,,Qualcomm Hexagon,,,,,,Laptop,1324.24,2502.4,1913.32,15.0,38.1,600.0,,1920x1080,15.0,65.0,23.9,18.0,32.9,1.66,,,,,,,,,,,,,,,,,1,,,158.0,462.0,,,,35.0,,,,
17.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,6.0,plateado,,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,,,,,,,Laptop,954.01,1860.88,1407.45,16.0,40.64,400.0,,,19.0,65.0,25.1,16.0,35.9,1.72,,,18.0,32.0,5600.0,512.0,,3.6,4.5,28.0,64.0,,,,,,1,49.0,270.0,135.0,488.0,462.0,,3731.0,128.0,1043.0,299.0,537.0,537.0
21.0,Portátil profesional,,,,integrado,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,SD,,16:9,L3,,,6.0,,,64.0,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1834.5,4721.9,3278.2,17.3,43.942,500.0,,1920x1080,,180.0,26.5,29.0,39.8,3.05,,,,,,,,,,55.0,,,,,,,1,,,96.0,115.0,866.0,,,,1043.0,,,
27.0,Portátil profesional,,,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,,,,,,3:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1168.9,7243.23,4206.06,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,,,,,,,,,,,,,,,,,1,,,158.0,673.0,,,,,,,,
58.0,Portátil profesional,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,con tapa,,2024.0,IEEE 802.11ax,,,,,,16:10,,,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,834.44,1553.58,1194.01,16.0,40.64,300.0,,1920x1080,,65.0,24.8,20.0,35.6,1.81,,,,,,,4.0,,,,,,,,,,1,,,222.0,673.0,,,,,,,,
27.0,Portátil profesional,,,HDMI,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,41.0,,,con tapa,,2022.0,IEEE 802.11ac,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,452.01,836.9,644.45,15.6,39.62,250.0,,1280x720,,65.0,23.5,23.0,35.9,1.66,,,,,,,4.0,,,,,,,,,,1,,,26.0,673.0,,,,,,,,
12.0,Portátil profesional,Full HD,SSD,HDMI 1.4,,"Bluetooth, wifi",Bluetooth 5.4,,,,teclado tipo chicle,,,ión-litio,50.0,,,,,,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,,,DDR5,,3.0,gris,,64.0,,ninguno,,,,,,,2x SO-DIMM,,,,,,,,,,,,Laptop,624.68,818.4,721.54,14.0,35.56,,,,,,,,32.4,1.43,,60.0,12.0,16.0,,512.0,,,4.6,,64.0,,,,,,1,59.0,715.0,133.0,,,,3731.0,684.0,1043.0,561.0,1604.0,1604.0
21.0,Portátil profesional,WUXGA,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,45.0,,aluminio,con tapa,sensor de huellas dactilares,2024.0,IEEE 802.11ax,Intel,1.0,Intel,SD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,gris,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,Realtek ALC3287,,,,,Laptop,830.76,1174.61,1002.68,16.0,40.64,300.0,,1920x1080,16.0,,25.3,17.0,35.6,1.7,,60.0,12.0,16.0,5600.0,512.0,4.0,3.6,4.3,15.0,64.0,,,,,,1,55.0,135.0,71.0,462.0,462.0,10.0,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil profesional,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,1280 x 720 píxeles,,,,polímero de litio,52.0,,,con tapa,,2019.0,,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,1049.0,1049.0,1049.0,15.6,39.624,,,1280x720,,,23.4,16.0,35.7,1.6,,,24.0,32.0,3200.0,1000.0,,1.9,5.4,45.0,64.0,,,,,,1,41.0,916.0,37.0,405.0,274.0,,3731.0,192.0,272.0,299.0,1604.0,1604.0
13.0,Portátil profesional,Full HD,SSD,HDMI 1.4,,"Bluetooth, wifi",Bluetooth 5.4,,,,teclado tipo chicle,,,ión-litio,50.0,,,,,,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,,,DDR5,,3.0,gris,,64.0,,ninguno,,,,,,,,,,,,,,,,,,,Laptop,624.68,861.88,743.28,14.0,35.56,,,,,,,,32.4,1.43,,,,16.0,,512.0,,,,,64.0,,,,,,1,,,133.0,,,,3731.0,,1043.0,,1604.0,1604.0
9.0,Portátil profesional,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,45.0,,aluminio,con tapa,sensor de huellas dactilares,2024.0,IEEE 802.11ax,AMD,1.0,AMD,SD,altavoces estéreo,16:10,L3,DDR5,,,gris,,64.0,,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,Realtek ALC3287,,,,,Laptop,780.68,975.41,878.04,16.0,40.64,300.0,,1920x1080,16.0,,25.3,17.0,35.6,1.7,,60.0,16.0,16.0,4800.0,512.0,4.0,3.3,,,64.0,,,,,,1,16.0,18.0,71.0,462.0,,10.0,3731.0,200.0,1043.0,255.0,537.0,537.0
74.0,Portátil profesional,,,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,ión-litio,66.0,,,con tapa,,2020.0,IEEE 802.11ax,,,,,,16:9,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1159.0,2855.95,2007.47,14.0,35.56,400.0,,,,,20.3,15.0,32.0,1.01,,,,,,,,,,,,,,,,,1,,,133.0,61.0,,,,,,,,
17.0,Portátil profesional,,,HDMI,3 en 1,"wifi, Bluetooth",Bluetooth 5.0,integrada,,1280 x 720 píxeles,,,,polímero de litio,50.0,,aluminio,con tapa,,2019.0,,,,,,altavoces estéreo,16:9,,,,4.0,,,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,649.0,1223.28,936.14,14.0,35.56,,,1280x720,10.0,65.0,22.2,16.0,32.2,1.18,,,,,,,,,,,,,,,,,1,,,37.0,405.0,,,,,,,,
34.0,Portátil profesional,,,HDMI,3 en 1,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,41.0,,,con tapa,,2020.0,IEEE 802.11ac,,,,,,16:9,,,,3.0,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,490.9,1065.2,778.05,15.6,39.62,250.0,,1280x720,12.0,45.0,24.2,19.0,35.8,1.7,,,,,,,,,,,,,,,,,1,,,63.0,115.0,,,,,,,,
1.0,Portátil profesional,Full HD,PCIe SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,,39.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,,ninguna,ninguno,teclado numérico,,,HD Audio,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,729.0,729.0,729.0,15.6,39.624,,4096x2304,1280x720,,90.0,24.1,19.0,35.9,1.9,,60.0,24.0,32.0,3200.0,1000.0,4.0,1.8,4.9,45.0,64.0,,,,,,1,78.0,715.0,37.0,26.0,866.0,1.0,3731.0,807.0,265.0,753.0,1604.0,1604.0
3.0,Portátil profesional,,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,,,16:10,L3,DDR4,,3.0,,,64.0,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1195.44,1233.75,1214.6,16.0,40.64,400.0,,1920x1080,15.0,65.0,24.8,20.0,35.6,1.77,,,24.0,,,,4.0,1.8,5.0,45.0,,,,,,,1,,,222.0,488.0,274.0,,,807.0,1043.0,299.0,537.0,537.0
2.0,Portátil profesional,,,,2 en 1,"wifi, Bluetooth, LAN",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,"teclas de función, teclas Windows",2.0,polímero de litio,46.0,,,con tapa,,2016.0,,Intel,,,,,16:9,,,,3.0,,,,,,,,Gigabit-LAN,,Energy Star 5.0,,,,,"HP 3D DriveGuard, HP Client Security, HP Connected ePrint, HP Connection Manager, HP Credential Manager, HP Device Access Manager, HP Drive Encryption, HP File Sanitizer, HP Mobile Connect, HP PageLift, HP Password Manager, HP Recovery Manager, HP Secure Erase, HP Spare Key, HP Trust Circles, HP Wireless Hotspot, Microsoft Defender, Microsoft Security Essentials",,,,,,,,,Laptop,275.0,310.18,292.59,14.0,35.56,,,1280x720,10.5,,23.7,21.0,33.9,1.55,,,,,,,,,,,,,,,,,1,,,135.0,10.0,,11.0,,,,,,
12.0,Portátil profesional,QHD+,,Thunderbolt 4,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,,,,"teclado numérico, teclas Windows",4.0,,90.0,,,con tapa,,,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,teclado iluminado,4.0,,GDDR6,,,ninguno,teclado numérico,panorámica,,,Certificación MIL-STD 810H,,,,,,,,,,,,,,Laptop,2249.0,3907.53,3078.27,16.0,40.64,,,,,280.0,25.6,19.0,35.9,2.3,,,,,,,8.0,,,55.0,,,,,,,1,,,88.0,54.0,866.0,,,,,,347.0,347.0
18.0,Portátil profesional,,SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,2.0,polímero de litio,51.3,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,827.99,1720.83,1274.41,15.6,39.624,250.0,,1280x720,,45.0,23.4,20.0,35.9,1.74,,,,,,,,,,,,20.0,,,,,1,,,74.0,673.0,,,,,,,,
46.0,Portátil profesional,,,,2 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.1,2.1 Mpx,compatible con HD,1920 x 1080 píxeles,teclado FineTip,teclado numérico,2.0,polímero de litio,45.0,,,con tapa,,2023.0,,,,,,altavoces estéreo,16:10,,,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,Realtek ALC3287,,,,,Laptop,637.99,1584.77,1111.38,16.0,40.64,300.0,,1920x1080,,65.0,25.3,17.0,35.6,1.7,,,,,,,4.0,,,,,,,,,,1,,,71.0,405.0,,,,,,,,
53.0,Portátil profesional,,,HDMI 2.1,4 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,45.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:10,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,621.98,1485.91,1053.95,14.0,35.56,300.0,,1920x1080,,65.0,22.4,17.0,31.4,1.38,,,,,,,4.0,,,,,,,,,,1,,,71.0,462.0,,,,,,,,
4.0,Portátil profesional,Full HD,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,2.0,polímero de litio,53.8,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,Laptop,499.95,635.43,567.69,15.6,39.624,,4096x2304,,,65.0,24.1,20.0,35.9,1.7,,,16.0,8.0,3200.0,512.0,4.0,2.0,4.5,15.0,16.0,,,,,,1,30.0,391.0,37.0,26.0,77.0,,3731.0,200.0,272.0,255.0,1604.0,1604.0
15.0,Portátil profesional,2.8K,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,polímero de litio,74.0,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,,,,3:2,L3,LPDDR5X,,4.0,gris,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,1022.12,2147.09,1584.61,13.5,34.29,500.0,,1920x1080,,65.0,20.5,13.0,29.3,1.24,,120.0,18.0,16.0,8400.0,512.0,,3.6,4.5,28.0,,,,,,,1,49.0,270.0,71.0,145.0,462.0,,,128.0,1212.0,299.0,5.0,5.0
25.0,Portátil profesional,,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.1,integrada,,,teclado tipo chicle,teclado numérico,2.0,ión-litio,37.0,,,,,,IEEE 802.11ac,Intel,,Intel,MicroSD,altavoces estéreo,16:9,L3,,,2.0,,,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,349.95,2476.05,1413.0,15.6,39.62,,,,,,23.5,20.0,36.0,1.8,,,,,,,,,,,,,,,,,1,,,198.0,405.0,197.0,,3731.0,,,,,
45.0,Portátil profesional,,,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,94.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,SD,,16:10,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1626.91,9193.12,5410.02,16.0,40.64,500.0,,1920x1080,,170.0,26.6,30.0,36.4,2.95,,,,,,,4.0,,,,,,,,,,1,,,222.0,405.0,,,,,,,,
28.0,Portátil profesional,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,,,,SD,,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2840.04,6215.61,4527.82,16.0,40.64,500.0,,1920x1080,,170.0,24.1,17.0,35.4,1.82,,,,,,,,,,,,,,,,,1,,,222.0,405.0,,,,,,,,
10.0,Portátil profesional,WQXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,,16:10,L3,LPDDR5X,teclado iluminado,4.0,negro,GDDR6,64.0,ninguna,ninguno,,,,,,,,,,,,,,,,,,,Laptop,3399.4,4035.99,3717.69,16.0,40.64,500.0,,1920x1080,,170.0,24.1,17.0,35.4,1.82,,165.0,24.0,64.0,7467.0,1000.0,,1.8,5.1,115.0,64.0,,,,,,1,59.0,24.0,222.0,405.0,462.0,,400.0,64.0,1043.0,366.0,347.0,347.0
1.0,Portátil profesional,Full HD,,HDMI,,"Bluetooth, wifi",,integrada,,720 x 480 píxeles,,teclado numérico,,ión-litio,50.0,,,con tapa,,2023.0,,AMD,1.0,AMD,,SonicMaster,16:9,L3,LPDDR5,,3.0,plateado,,64.0,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,Laptop,549.0,549.0,549.0,15.6,39.624,250.0,,720x480,,65.0,23.25,18.0,36.03,1.63,,60.0,4.0,16.0,,512.0,,2.8,4.3,15.0,,19.0,3.42,,,,1,47.0,38.0,198.0,673.0,61.0,,3731.0,200.0,1212.0,355.0,1604.0,1604.0
12.0,Portátil profesional,Full HD,,VGA,4 en 1,"wifi, Bluetooth, LAN",Bluetooth 4.0,,compatible con HD,1280 x 720 píxeles,,"teclas multimedia, teclas Windows, teclas de función, teclado numérico",,,,,,con tapa,,2015.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,6.0,gris,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,Intel AI Boost,,,,,Low Energy,Laptop,724.96,1750.27,1237.62,15.6,39.62,,,1280x720,4.5,65.0,25.9,34.0,37.6,2.2,,60.0,12.0,16.0,5600.0,512.0,,1.3,4.3,57.0,64.0,,,,,,1,55.0,135.0,84.0,11.0,462.0,79.0,3731.0,128.0,1043.0,330.0,1604.0,1604.0
164.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,DDR5,,,,,64.0,,ninguno,,,,,,,,,,,"capacitiva, antiarañazos, multitáctil de 10 puntos",,,,,,,,Laptop,1241.08,3376.76,2308.92,13.5,34.29,400.0,,1920x1080,18.5,,22.3,17.0,30.8,1.38,,,,,,,,,,28.0,,,,,,,1,,270.0,158.0,673.0,462.0,,3731.0,,1043.0,,38.0,38.0
9.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,54.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,,,3:2,,LPDDR5X,teclado iluminado,,negro,,64.0,ninguna,ninguno,,,,,,Microsoft Copilot,,,,,multitáctil de 10 puntos,,Qualcomm Hexagon,,,,,,Laptop,1297.2,1588.99,1443.1,13.8,35.052,600.0,,1920x1080,13.0,39.0,22.0,18.0,30.1,1.34,201.0,120.0,42.0,16.0,,512.0,,3.4,,,,,,,,,1,13.0,13.0,158.0,488.0,,,3731.0,23.0,1043.0,,9.0,9.0
2.0,Portátil profesional,Full HD,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,1280 x 720 píxeles,,,2.0,,39.0,,aluminio,con tapa,,2023.0,,AMD,,AMD,MicroSD,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,Laptop,555.63,772.87,664.25,14.0,35.56,,,1280x720,,65.0,22.3,19.0,32.0,1.4,,,16.0,8.0,3200.0,512.0,4.0,2.0,4.5,15.0,16.0,,,,,,1,30.0,391.0,37.0,405.0,77.0,,3731.0,200.0,272.0,255.0,1604.0,1604.0
12.0,Portátil profesional,,,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,100.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,SD,,16:10,L3,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,4136.57,9237.4,6686.98,16.0,40.64,500.0,,1920x1080,,165.0,24.0,22.0,35.4,1.91,,,,,,,,,,45.0,,,,,,,1,,,96.0,115.0,274.0,,,,,,,
79.0,Portátil profesional,WUXGA,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,56.0,,,con tapa,,2024.0,IEEE 802.11ax,,,,,altavoces estéreo,16:10,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,834.6,2345.7,1590.15,16.0,40.64,300.0,,1920x1080,,45.0,25.1,17.0,35.9,1.74,,,,,,,,,,,,,,,,,1,,,74.0,673.0,,,,,,,,
17.0,Portátil profesional,Full HD,SSD,,,"Bluetooth, wifi",,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR5,,3.0,gris,,64.0,,ninguno,,,,,,,2x SO-DIMM,,,,,,,,,,,,Laptop,931.96,1373.27,1152.62,14.0,35.56,250.0,,1920x1080,,65.0,21.9,19.0,32.2,1.5,157.0,60.0,12.0,16.0,5200.0,512.0,4.0,1.2,5.0,15.0,64.0,,,,,,1,134.0,916.0,84.0,673.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
8.0,Portátil profesional,WUXGA,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,2.0,polímero de litio,57.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,negro,,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,Laptop,861.94,1027.85,944.89,14.0,35.56,400.0,,1280x720,,65.0,22.6,19.0,31.4,1.36,,,16.0,16.0,4800.0,512.0,,2.9,4.55,28.0,64.0,,,,,,1,9.0,18.0,222.0,462.0,54.0,,3731.0,200.0,1043.0,255.0,537.0,537.0
