ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_displayglas,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,almacenamiento_velocidades_de_lectura,almacenamiento_velocidades_de_escritura,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
37.0,Portátil multimedia,,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,4.0,,63.0,,,con tapa,,2024.0,IEEE 802.11ax,,,,MicroSD,Dolby Atmos,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1114.99,2308.34,1711.66,14.0,35.56,400.0,8192x4608,1920x1080,,65.0,22.4,12.0,31.2,1.23,,,,,,,4.0,,,,,,,,,,1,,,93.0,405.0,,,,,,,,
11.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2024.0,,,1.0,,,,,,,teclado iluminado,,azul,,,,,,,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1223.48,1486.99,1355.24,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,,,,16.0,,512.0,,,,,,,,,,,1,96.0,,142.0,124.0,,253.0,,,139.0,,60.0,60.0
44.0,Portátil multimedia,,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,,,,SD,,16:10,,,,4.0,negro,,,,"0,2 ms",,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1896.12,4737.12,3316.62,16.0,40.64,400.0,,1920x1080,,200.0,24.7,17.0,35.5,1.85,,,,,,,,,,,,20.0,10.0,,,,1,,,10.0,462.0,,,,,,,,
37.0,Portátil multimedia,,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,1.0 Mpx,compatible con HD,1280 x 720 píxeles,,,,2.0,,42.0,,,con tapa,,2022.0,IEEE 802.11ax,,,,SD,altavoces estéreo,16:9,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,234.6,786.64,510.62,15.6,39.62,250.0,,1280x720,7.5,65.0,23.6,18.0,36.0,1.6,,,,,,,3.0,,,,,,,,,,1,,,163.0,71.0,,,,,,,,
12.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,,,,,,teclado iluminado,,gris,,,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1270.42,1630.94,1450.68,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,224.0,,,16.0,,256.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,,54.0,54.0
62.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,47.0,,,con tapa,,2024.0,IEEE 802.11ac,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,LPDDR5X,,3.0,gris,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,499.0,1199.0,849.0,15.6,39.624,250.0,,1280x720,,65.0,23.5,18.0,35.9,1.62,,60.0,10.0,8.0,5200.0,256.0,3.0,0.9,4.7,15.0,,,,,,,1,11.0,916.0,163.0,462.0,55.0,,3731.0,10.0,1212.0,255.0,1604.0,1604.0
19.0,Portátil multimedia,,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,4.0,,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,,MicroSD,Dolby Atmos,16:10,L3,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1778.96,4118.39,2948.68,16.0,40.64,400.0,8192x4608,1920x1080,,140.0,25.0,16.0,35.0,1.86,,,24.0,,,,4.0,,,,,,,,,,1,,,93.0,,,,,,,366.0,,
70.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,100.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2603.6,6068.06,4335.83,16.2,41.148,1.0,8192x4608,1920x1080,14.0,140.0,24.8,17.0,35.6,2.14,254.0,120.0,,,,,,,,,,,,,,,1,,,112.0,67.0,,253.0,3731.0,164.0,139.0,,30.0,30.0
15.0,Portátil multimedia,WQXGA+,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,4.0,,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,Dolby Atmos,16:10,L3,LPDDR5X,teclado iluminado,,negro,,GDDR6,64.0,,,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,1778.96,2696.99,2237.97,16.0,40.64,400.0,8192x4608,1920x1080,,140.0,25.0,16.0,35.0,1.86,,,24.0,16.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,,1,192.0,121.0,93.0,462.0,462.0,,133.0,297.0,1212.0,366.0,168.0,168.0
12.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2024.0,,,1.0,,,,,,,teclado iluminado,,dorado,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1223.48,1626.39,1424.93,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,,,,16.0,,512.0,,,,,,,,,,,1,96.0,,142.0,124.0,,253.0,,,139.0,,60.0,60.0
5.0,Portátil multimedia,Full HD,memoria flash,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,"tecla Copilot, teclado numérico",2.0,,61.0,,,con tapa,sensor de luminosidad,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,MicroSD,,,,LPDDR5X,,,azul,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,"Samsung S Gallery, Samsung SmartThings, Samsung Studio, Samsung Flow",,,,traducción en directo,Qualcomm Hexagon,,,,,,,,,Laptop,699.0,1098.96,898.98,15.6,39.6,,,,27.0,65.0,22.9,15.0,35.6,1.5,,,30.0,16.0,,256.0,3.0,3.2,3.4,30.0,,,,,,,1,13.0,13.0,93.0,1.0,52.0,1.0,3731.0,23.0,1212.0,561.0,1604.0,1604.0
5.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2024.0,,,1.0,,,,,,,,,gris,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1223.48,1976.48,1599.98,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,,,,16.0,,512.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,,,139.0,,60.0,60.0
86.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2024.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,L3,,,3.0,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,429.01,1288.91,858.96,15.6,39.624,,,1280x720,6.75,45.0,23.6,19.0,36.0,1.59,,,,,,,,,,,,,,,,,1,,,,673.0,,,,,,,1604.0,1604.0
6.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,IEEE 802.11ac,AMD,1.0,,MicroSD,altavoces estéreo,16:9,L3,DDR4,,2.0,gris,,,,,,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,258.9,284.11,271.5,15.6,39.62,,,1280x720,8.0,,24.0,20.0,35.9,1.87,,,4.0,8.0,,512.0,,2.1,3.7,15.0,,,,,,,1,5.0,8.0,40.0,462.0,,,3731.0,200.0,272.0,355.0,1604.0,1604.0
12.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,,1.0,,,,,,,,,gris,,,,,,,,brillante,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1448.46,1949.95,1699.2,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,,,,16.0,,512.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,,,139.0,561.0,54.0,54.0
7.0,Portátil multimedia,WUXGA,,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,,86.0,,,con tapa,,2023.0,,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,DDR5,,6.0,plateado,,GDDR6,64.0,,ninguna,ninguno,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,,,,,Laptop,1846.52,4014.99,2930.76,16.0,40.64,500.0,,1280x720,,200.0,24.2,19.0,35.6,1.73,,,24.0,32.0,5600.0,1000.0,,1.9,5.4,45.0,64.0,,,,,,1,41.0,3.0,98.0,364.0,274.0,,69.0,192.0,1043.0,299.0,537.0,537.0
21.0,Portátil multimedia,3K,,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,70.0,,,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,MicroSD,Harman Kardon,16:9,,LPDDR5X,teclado iluminado,3.0,plateado,,,64.0,"0,2 ms",ninguna,ninguno,teclado numérico,,,,,Microsoft Copilot,,,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,716.61,1011.99,864.3,15.6,39.624,600.0,,1920x1080,,90.0,22.7,16.0,35.3,1.42,,120.0,30.0,16.0,,512.0,,3.2,3.4,,16.0,20.0,4.5,,,,1,13.0,22.0,198.0,462.0,35.0,,3731.0,23.0,1212.0,561.0,22.0,22.0
9.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2022.0,,Apple,1.0,Apple,,,,,,teclado iluminado,,plateado,,,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,931.68,1166.01,1048.85,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,224.0,,,16.0,,256.0,,,,,,,,,,,1,43.0,34.0,142.0,124.0,,253.0,3731.0,164.0,22.0,561.0,60.0,60.0
54.0,Portátil multimedia,,,HDMI,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,42.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,366.1,915.99,641.05,15.6,39.62,250.0,,1280x720,10.0,65.0,23.6,18.0,36.0,1.58,,,,,,,3.0,,,,,,,,,,1,,,163.0,462.0,,,,,,,,
11.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,,1.0,,,,,,,,,azul,,,,,,,,brillante,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1559.54,1830.71,1695.12,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,,,,16.0,,512.0,,,,,,,,,,,1,96.0,,142.0,124.0,,253.0,,,139.0,561.0,,
67.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,,,1.0,,,altavoces estéreo,16:9,,DDR4,,3.0,plateado,,,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,312.04,709.83,510.94,15.6,39.624,250.0,,,10.25,,24.2,18.0,35.6,1.69,,,,,,,,,,,,,,,,,1,,,,462.0,,,3731.0,,,,,
51.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,,,42.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,,,,SonicMaster,16:9,L3,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,475.64,719.33,597.49,15.6,39.624,,,1280x720,,,23.3,20.0,36.0,1.7,,,,,,,,,,,,,,,,,1,,,198.0,673.0,,,,,,,,
9.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,Apple Intelligence,,,,,vidrio estándar,,,,,,,,,,,,,Laptop,2541.04,2955.45,2748.24,14.2,36.068,1.0,8192x4608,1920x1080,13.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,24.0,,1000.0,,,,,,,,,,,1,17.0,14.0,112.0,67.0,,253.0,3731.0,164.0,139.0,,48.0,48.0
220.0,Portátil multimedia,,,HDMI,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2022.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,247.98,1320.48,784.23,15.6,39.62,250.0,,1280x720,,45.0,24.2,20.0,35.8,1.74,,,,,,,,,,,,,,,,,1,,,63.0,145.0,,,,,,,,
23.0,Portátil multimedia,,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,67.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,,,,Harman Kardon,16:9,L3,,,4.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,899.0,1305.99,1102.49,15.6,39.624,400.0,,1920x1080,,65.0,22.7,16.0,35.5,1.5,,,16.0,,,,,,,28.0,,20.0,3.25,,,,1,,,81.0,673.0,54.0,,,,1212.0,,,
14.0,Portátil multimedia,,,Thunderbolt 3,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",2.0,polímero de litio,50.0,no,aluminio,con tapa,sensor de luminosidad,2020.0,,,,,,,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,729.0,1810.34,1269.67,13.3,33.78,,6016x3384,1280x720,12.0,30.0,21.2,16.0,30.4,1.29,,,,,,,,,,,,,,,,,1,,,142.0,2.0,,253.0,,,,,,
3.0,Portátil multimedia,,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,ión-litio,41.0,sí,,con tapa,,2020.0,IEEE 802.11ac,,,,,altavoces estéreo,16:9,,,,3.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,150.0,555.21,352.61,15.6,39.62,,,,13.0,65.0,24.6,23.0,37.6,1.8,,,,,,,,,,,,,,,,,1,,,,673.0,,,,,,,,
13.0,Portátil multimedia,,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,78.0,,,con tapa,,2024.0,IEEE 802.11be,,,,MicroSD,Harman Kardon,16:10,,,,4.0,,,,,,,,,OLED,,,,,,,,,,,,,,,,,,,,,,Laptop,1649.0,2635.91,2142.45,16.0,40.64,500.0,,1920x1080,,65.0,24.3,13.0,35.4,1.5,,,,,,,,,,,,19.0,3.42,,,,1,,,81.0,405.0,,,,,,,,
63.0,Portátil multimedia,,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,47.0,,,con tapa,,2023.0,IEEE 802.11ac,,,,SD,altavoces estéreo,16:9,,,,,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,399.0,940.04,669.52,15.6,39.62,300.0,,1280x720,10.0,65.0,23.5,18.0,35.9,1.6,,,,,,,3.0,,,,,,,,,,1,,,163.0,462.0,,,,,,,,
9.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,,,,,,,,negro,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1275.12,1555.49,1415.3,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,224.0,,,8.0,,256.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,,54.0,54.0
15.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,Apple Intelligence,,,,,vidrio estándar,,,,,,,,,,,,,Laptop,3316.6,4167.55,3742.07,14.2,36.068,1.0,8192x4608,1920x1080,13.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,36.0,,1000.0,,,,,,,,,,,1,13.0,13.0,112.0,67.0,,253.0,3731.0,164.0,139.0,299.0,48.0,48.0
50.0,Portátil multimedia,,,HDMI,4 en 1,"wifi, Bluetooth",Bluetooth 5.0,0.3 Mpx,,,,,,,ión-litio,35.0,,,con tapa,,2020.0,IEEE 802.11ac,,,,,,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,329.0,1564.89,946.95,15.6,39.62,250.0,,,7.5,65.0,25.3,20.0,36.2,1.9,,,,,,,,,,,,,,,,,1,,,163.0,63.0,,,,,,,,
2.0,Portátil multimedia,WQXGA+,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,4.0,,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,LPDDR5X,teclado iluminado,,gris,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,0x SO-DIMM,,,,,,,Intel AI Boost,,,,,,,,,Laptop,1521.26,2097.99,1809.62,16.0,40.64,400.0,,1920x1080,,65.0,25.0,13.0,35.5,1.56,,120.0,24.0,16.0,,512.0,4.0,3.8,4.8,28.0,,,,,,,1,192.0,270.0,93.0,405.0,462.0,,3731.0,297.0,1043.0,366.0,168.0,168.0
9.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",6.0,polímero de litio,66.5,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,,,,,,,,dorado,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,1275.12,1546.81,1410.96,15.3,38.862,500.0,6016x3384,1920x1080,15.0,35.0,23.8,12.0,34.0,1.51,224.0,,,8.0,,256.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,,54.0,54.0
50.0,Portátil multimedia,WUXGA,SSD,HDMI,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,72.0,,,con tapa,,2022.0,IEEE 802.11ax,AMD,,AMD,MicroSD,,16:10,L3,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,579.99,1609.99,1094.99,16.0,40.64,250.0,,1280x720,,,24.9,16.0,35.6,1.6,,,,,,,,,,,,,,,,,1,,391.0,,71.0,,,3731.0,,,,,
16.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 4.0,1.0 Mpx,,,,,teclado numérico,2.0,polímero de litio,45.0,,,,,,IEEE 802.11ac,Intel,1.0,,MicroSD,altavoces estéreo,16:9,L3,LPDDR4,teclado iluminado,,plateado,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,277.84,438.22,358.03,15.6,39.624,,,,,,23.9,,35.9,1.77,,,8.0,8.0,,512.0,2.0,2.4,4.2,15.0,,11.4,,,,,1,89.0,,,53.0,197.0,,,684.0,272.0,355.0,1604.0,1604.0
93.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,54.0,,,con tapa,,2023.0,,Intel,1.0,,SD,altavoces estéreo,16:9,L3,,,4.0,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,,Laptop,521.64,1046.81,784.22,15.6,39.624,250.0,,1280x720,,,23.6,19.0,35.9,1.62,,,,,,,4.0,,,15.0,,,,,,,1,,,34.0,462.0,309.0,,,,,,1604.0,1604.0
23.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,75.0,,,con tapa,,2024.0,IEEE 802.11ax,,1.0,,MicroSD,Harman Kardon,16:9,,,,4.0,,,,,,,,,OLED,,,,,,,,,,,,,,,,,,,,,,Laptop,908.04,1720.83,1314.43,15.6,39.624,600.0,,1920x1080,,90.0,24.7,16.0,35.4,1.5,,,,,,,,,,,,20.0,4.5,,,,1,,,198.0,462.0,,,,,,,,
20.0,Portátil multimedia,,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,51.3,,,con tapa,,2024.0,IEEE 802.11ac,Intel,1.0,,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,,3.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,455.44,754.99,605.22,16.0,40.64,,,1920x1080,,,24.4,21.0,36.7,1.96,,,,,,,,,,15.0,,,,,,,1,,,40.0,,536.0,,,,1212.0,,,
