ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil gaming,,SSD,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,,,,,4.0,,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,2 x 8 GB,,,,,,Italia,,,,,Laptop,2646.52,2646.52,2646.52,16.0,40.64,,,,,,26.4,30.0,35.4,2.5,,36.0,16.0,,1000.0,,1.6,5.6,55.0,,,,,,1,60.0,76.0,98.0,673.0,86.0,,69.0,192.0,1212.0,125.0,347.0,347.0
3.0,Portátil gaming,,,HDMI,4 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,,,gris,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1429.29,1734.28,1581.78,16.0,40.64,300.0,,1920x1080,7.6,230.0,26.0,25.0,36.0,2.4,165.0,16.0,16.0,4800.0,512.0,4.0,3.1,4.5,,,,,,,1,18.0,358.0,57.0,115.0,,,103.0,206.0,1212.0,561.0,78.0,78.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1199.0,1199.0,1199.0,15.6,39.624,,,1280x720,,240.0,25.1,25.0,35.4,2.2,144.0,16.0,32.0,4800.0,1000.0,,3.1,4.5,54.0,32.0,20.0,12.0,,,1,18.0,487.0,60.0,673.0,54.0,,400.0,206.0,265.0,561.0,1604.0,1604.0
3.0,Portátil gaming,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,999.0,1459.49,1229.24,15.6,39.624,350.0,,1920x1080,5.3,170.0,26.5,25.0,36.0,2.4,144.0,24.0,16.0,5200.0,512.0,,1.8,4.9,45.0,16.0,,,,,1,78.0,487.0,,488.0,274.0,,400.0,807.0,265.0,753.0,1604.0,1604.0
7.0,Portátil gaming,,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,,Dolby Atmos,16:10,,,,4.0,,,GDDR6,,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,5440.46,8507.47,6973.97,18.0,45.72,,,1280x720,,330.0,29.4,31.0,39.9,3.1,,,,,,,,,,,,,,,1,,,98.0,673.0,,,,192.0,,,,
3.0,Portátil gaming,Full HD,PCIe SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,,Laptop,749.0,1381.88,1065.44,15.6,39.62,250.0,,1280x720,9.7,,25.0,25.0,35.9,2.2,120.0,8.0,16.0,3200.0,512.0,,3.1,4.4,35.0,,,,,,1,7.0,26.0,163.0,488.0,24.0,,30.0,684.0,1212.0,355.0,1604.0,1604.0
4.0,Portátil gaming,Full HD,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.0,,,,,,,,polímero de litio,48.0,,,con tapa,,2020.0,,,,,,,16:9,,,,3.0,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,813.93,1037.61,925.77,15.6,39.624,,,,,,25.6,25.0,35.9,2.3,,,,,,,,,,,,,,,1,,,60.0,28.0,,,,,,,1604.0,1604.0
3.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,,,altavoces estéreo,16:9,L3,DDR5,,,blanco,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,967.18,1035.45,1001.32,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,60.0,12.0,16.0,,512.0,,1.8,4.4,55.0,,,,,,1,9.0,164.0,,488.0,25.0,,400.0,684.0,1212.0,561.0,1604.0,1604.0
2.0,Portátil gaming,QHD,,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,83.0,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,negro,,GDDR6,,3 ms,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1909.0,1909.0,1909.0,16.1,40.894,,,1920x1080,4.75,,25.9,24.0,36.9,2.39,240.0,30.0,32.0,5600.0,1000.0,,3.9,5.5,55.0,,,,,,1,23.0,358.0,94.0,364.0,86.0,,400.0,807.0,272.0,38.0,78.0,78.0
10.0,Portátil gaming,,,,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,,,16:10,L3,,,4.0,,,,,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,3829.99,6169.69,4999.84,16.0,40.64,,,1920x1080,,280.0,24.6,23.0,35.5,2.3,,24.0,,,,4.0,,,45.0,,20.0,12.0,,,1,,,98.0,673.0,,,,192.0,,,,
9.0,Portátil gaming,,,HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,70.0,,,con tapa,,2021.0,IEEE 802.11ax,,,,SD,,16:9,,,,4.0,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,899.1,4998.25,2948.68,16.1,40.89,250.0,,1280x720,8.5,200.0,26.0,24.0,37.0,2.5,,,,,,,,,,,,,,,1,,,72.0,405.0,,,,,,,,
4.0,Portátil gaming,,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,83.0,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,,DDR5,teclado iluminado,6.0,negro,,GDDR6,,3 ms,,ninguno,,IPS,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1759.0,1959.99,1859.49,16.1,40.894,,,1920x1080,4.75,,25.9,24.0,36.9,2.39,240.0,,32.0,,1000.0,,,,,,,,,,1,60.0,487.0,94.0,405.0,,,103.0,192.0,272.0,,78.0,78.0
14.0,Portátil gaming,Full HD,,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,83.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,gris,,,,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 32 GB,,,,,,,,,,,Laptop,1399.98,1637.96,1518.97,16.1,40.894,,,,,,25.9,23.0,36.9,2.33,144.0,30.0,32.0,5600.0,1000.0,,1.6,5.2,55.0,,,,,,1,23.0,358.0,72.0,364.0,86.0,,400.0,807.0,272.0,366.0,1604.0,1604.0
20.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,70.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,plateado,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1099.99,1328.02,1214.01,16.1,40.894,250.0,,,7.25,230.0,25.9,23.0,36.9,2.33,144.0,24.0,16.0,5200.0,512.0,,1.8,5.0,45.0,,,,,,1,91.0,121.0,72.0,364.0,274.0,,133.0,807.0,272.0,299.0,1604.0,1604.0
13.0,Portátil gaming,Full HD,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,"integrada, 1.0 Mpx",compatible con HD,1280 x 720 píxeles,teclado gamer,,teclado numérico,2.0,ión-litio,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,DDR5,teclado iluminado,,negro,,GDDR6,,,,ninguno,teclado numérico,panorámica,Gigabit-LAN,DTS,,2x SO-DIMM,,2 x 8 GB,,,,,,,,,,,Laptop,907.63,1198.33,1052.98,16.0,40.64,,,1280x720,,150.0,26.3,26.0,35.9,2.3,165.0,24.0,16.0,4800.0,512.0,4.0,1.8,4.9,45.0,,,,,,1,78.0,487.0,6.0,26.0,274.0,79.0,400.0,807.0,272.0,753.0,1604.0,1604.0
3.0,Portátil gaming,Full HD,,,,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,,,,con tapa,,2021.0,IEEE 802.11ax,,1.0,NVIDIA,,altavoces estéreo,16:9,,,,4.0,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,1192.47,1727.55,1460.01,17.3,43.94,,,1280x720,,180.0,26.3,30.0,39.6,2.5,,,,,,4.0,,,,,19.5,9.23,4100.0,,1,,,,673.0,,,,,,,1604.0,1604.0
2.0,Portátil gaming,Full HD,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,80.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1879.99,1879.99,1879.99,17.3,43.942,,,,,280.0,26.2,25.0,39.6,2.85,144.0,36.0,32.0,,2000.0,,2.2,5.8,157.0,64.0,,,4100.0,,1,60.0,358.0,23.0,26.0,866.0,79.0,103.0,192.0,265.0,125.0,1604.0,1604.0
1.0,Portátil gaming,UHD+,,,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,teclado gamer,,,2.0,polímero de litio,88.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,MicroSD,,16:10,L3,DDR5,,,plateado,,GDDR6,64.0,,,,,,,,,1x SO-DIMM,2x SO-DIMM,1 x 16 GB,,,,,,,,,,,Laptop,2689.47,2689.47,2689.47,16.0,40.64,600.0,,1920x1080,,240.0,25.5,22.0,35.4,2.1,60.0,24.0,16.0,,1000.0,4.0,1.8,5.0,45.0,64.0,,,,,1,91.0,358.0,14.0,364.0,274.0,,103.0,807.0,1212.0,299.0,49.0,49.0
1.0,Portátil gaming,WQXGA,SSD,HDMI,,"Bluetooth, wifi",,integrada,,,,,,,,,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,,16:10,L3,,,,negro,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,9700.2,9700.2,9700.2,16.0,40.64,,,,,,,,,2.71,,36.0,32.0,,2000.0,,1.8,5.4,55.0,,,,,,1,10.0,54.0,23.0,61.0,866.0,,40.0,192.0,1212.0,125.0,347.0,347.0
13.0,Portátil gaming,WQXGA,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,DDR5,teclado iluminado,,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,Nexus AI,,2x SO-DIMM,,,,,,,,,,,,Laptop,1552.96,2303.22,1928.09,16.0,40.64,,,1920x1080,,240.0,25.4,27.0,35.6,2.3,165.0,30.0,16.0,5600.0,2000.0,4.0,1.6,5.2,55.0,64.0,,,,,1,23.0,358.0,29.0,488.0,86.0,,400.0,807.0,1212.0,366.0,347.0,347.0
9.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1094.82,1183.58,1139.2,15.6,39.62,,,1280x720,,200.0,25.9,25.0,35.9,2.25,144.0,18.0,16.0,5200.0,1000.0,4.0,1.9,4.7,45.0,64.0,,,,,1,20.0,487.0,49.0,673.0,274.0,,400.0,684.0,272.0,330.0,1604.0,1604.0
1.0,Portátil gaming,,,,3 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,,,16:9,L3,,,4.0,negro,,GDDR6,64.0,,,,,panorámica,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,5399.0,5399.0,5399.0,17.3,43.942,,,1280x720,,330.0,33.0,23.0,39.7,3.3,,,,,,4.0,,,55.0,,,,,,1,,,,405.0,866.0,,,,,,,
3.0,Portátil gaming,QHD+,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,ión-litio,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,azul,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,IPS,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2194.99,2597.84,2396.41,16.0,40.64,,,1920x1080,,240.0,26.0,20.0,35.6,2.0,240.0,24.0,32.0,5200.0,1000.0,4.0,1.8,5.0,45.0,64.0,,,,,1,91.0,487.0,30.0,462.0,274.0,,400.0,807.0,1212.0,299.0,347.0,347.0
8.0,Portátil gaming,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,52.4,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,660.56,803.56,732.06,15.6,39.624,,,1280x720,,120.0,25.4,22.0,35.9,1.86,144.0,12.0,16.0,3200.0,512.0,4.0,1.5,4.4,45.0,64.0,,,,,1,71.0,164.0,29.0,488.0,536.0,,115.0,684.0,265.0,561.0,1604.0,1604.0
2.0,Portátil gaming,WQXGA,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,,,4.0,negro,,GDDR6,64.0,3 ms,,,,panorámica,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,5651.75,7753.41,6702.58,18.0,45.72,,,1280x720,,330.0,29.4,31.0,39.9,3.1,,36.0,32.0,,2000.0,,1.6,5.6,55.0,,20.0,16.5,,,1,60.0,54.0,98.0,673.0,86.0,,40.0,192.0,1212.0,125.0,,
7.0,Portátil gaming,,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1419.49,3058.81,2239.15,16.0,40.64,500.0,,1920x1080,,300.0,26.0,27.0,36.3,2.6,,,,,,4.0,,,,,,,,,1,,,57.0,673.0,,19.0,,,,,,
9.0,Portátil gaming,FHD+,SSD,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,30 fps,,teclado gamer,,,2.0,,65.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,IPS,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,Intel HM770,"MSI App Player, MSI Center",,,,,,,,,Laptop,1649.96,2006.88,1828.42,16.0,40.64,,8192x4608,,,200.0,26.6,27.0,35.9,2.3,144.0,30.0,32.0,5600.0,1000.0,4.0,2.2,5.2,157.0,96.0,,,,,1,23.0,358.0,11.0,58.0,866.0,7.0,11.0,807.0,1212.0,366.0,537.0,537.0
1.0,Portátil gaming,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,2847.97,2847.97,2847.97,16.0,40.64,500.0,,1920x1080,,,24.6,17.0,35.4,2.0,,24.0,32.0,,1000.0,4.0,3.8,5.1,28.0,,,,,,1,59.0,358.0,98.0,405.0,462.0,,400.0,64.0,1212.0,366.0,347.0,347.0
2.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,Lenovo AI Engine+,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,899.9,1299.0,1099.45,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,12.0,16.0,4800.0,512.0,,1.5,4.4,45.0,32.0,,,,,1,71.0,487.0,,488.0,536.0,,400.0,684.0,1212.0,561.0,1604.0,1604.0
22.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,70.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,952.04,1379.99,1166.01,16.1,40.894,250.0,,,7.25,230.0,25.9,23.0,36.9,2.33,144.0,32.0,16.0,5600.0,512.0,,3.8,5.1,45.0,,,,,,1,19.0,121.0,72.0,364.0,47.0,,133.0,206.0,272.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,,,,,,,ión-litio,48.0,,,con tapa,,2020.0,IEEE 802.11ax,,1.0,NVIDIA,,SonicMaster,16:9,,DDR4,,3.0,negro,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,751.8,751.8,751.8,15.6,39.624,,,,,,25.6,25.0,35.9,2.3,,,16.0,,1000.0,,,,,,,,,,1,10.0,26.0,60.0,,,,,,1212.0,,1604.0,1604.0
1.0,Portátil gaming,QHD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,negro,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2325.08,2325.08,2325.08,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,240.0,30.0,32.0,4800.0,1000.0,,1.5,5.0,55.0,,,,,,1,46.0,76.0,94.0,364.0,866.0,,69.0,807.0,265.0,366.0,78.0,78.0
1.0,Portátil gaming,WQXGA,,HDMI,4 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1699.0,1699.0,1699.0,16.0,40.64,300.0,,1920x1080,7.6,230.0,26.0,25.0,36.0,2.4,165.0,32.0,16.0,5600.0,512.0,4.0,3.8,5.1,45.0,32.0,,,,,1,19.0,358.0,57.0,203.0,47.0,,400.0,206.0,265.0,561.0,347.0,347.0
1.0,Portátil gaming,2.8K,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,71.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,,,16:10,L3,,,6.0,negro,,GDDR6,,"0,2 ms",,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1339.38,1339.38,1339.38,14.0,35.56,500.0,,1920x1080,8.25,140.0,23.4,18.0,31.3,1.75,120.0,24.0,16.0,,512.0,,3.8,4.8,28.0,,,,,,1,192.0,487.0,94.0,405.0,462.0,,400.0,297.0,272.0,366.0,168.0,168.0
2.0,Portátil gaming,,,HDMI,2 en 1,"wifi, Bluetooth",Bluetooth 4.0,,compatible con HD,1920 x 1080 píxeles,,,"teclas multimedia, teclas Windows, teclas de función",,,,,,con tapa,acelerómetro,2016.0,,,,,,,16:9,,,,,,,,,,,,,panorámica,,,,,,,,,,,,,,notebook,,,Laptop,1999.0,2658.91,2328.95,17.3,43.94,,,1920x1080,4.75,,24.6,20.0,38.0,3.78,,,,,,,,,,,,,,,1,,,94.0,2.0,,,,,,,,
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,83.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,,,6.0,negro,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,,Laptop,2221.11,2221.11,2221.11,16.1,40.894,,,,,,25.9,23.0,36.9,2.33,144.0,30.0,32.0,,1000.0,,3.9,5.5,55.0,,,,,,1,23.0,358.0,72.0,364.0,86.0,,400.0,807.0,1212.0,38.0,1604.0,1604.0
2.0,Portátil gaming,,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2024.0,IEEE 802.11ax,Intel,,,SD,,16:10,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,3099.0,3257.88,3178.44,16.0,40.64,430.0,,1920x1080,,230.0,26.3,20.0,35.8,2.24,,,,,,4.0,,,55.0,,,,,,1,,,57.0,462.0,86.0,19.0,,,,,,
