ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
9.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,5.0,2.0,,,,,,,,,,,,,365.35,404.0,384.68,16.6,16.7,0.8,8.0,4.0,3200.0,128.0,,,32.0,,4.0,1.1,,1,6.0,715.0,4.0,2259.0,529.0,,3731.0,116.0,,13.0,,,43.0
9.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,2.0,,,,,,,,,,,,,606.13,790.8,698.46,17.5,17.7,1.4,,8.0,3200.0,256.0,,,64.0,,3.0,,,1,141.0,916.0,106.0,2259.0,,78.0,3731.0,947.0,,1182.0,,,
11.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,,2.0,,,,,,,,,,,,,691.65,846.99,769.32,16.6,16.7,0.8,,8.0,3200.0,128.0,,,32.0,,4.0,,,1,28.0,916.0,4.0,2259.0,,,3731.0,947.0,,13.0,,,
17.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",,2.0,1.0,,,,,,,,,,,,439.96,790.92,615.44,12.4,12.4,5.9,,8.0,3200.0,256.0,,,64.0,,5.0,3.2,,1,165.0,916.0,63.0,2259.0,,73.0,3731.0,947.0,,389.0,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,wifi,,,AMD,1.0,DDR5,,,,,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,512.94,512.94,512.94,,,,16.0,32.0,4800.0,1000.0,,4.9,,,,3.3,,1,1.0,28.0,,2259.0,,,,108.0,,,589.0,,
19.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,bricolaje,,,1.0,,,,,,,,,,,,256.69,1061.0,658.85,11.1,11.5,,,,,,,,,,5.0,,,1,,,45.0,,,931.0,,,,,,22.0,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,179.0,179.0,179.0,12.8,12.8,0.29,,16.0,,512.0,,3.4,,,3.0,,6.0,1,45.0,715.0,,,529.0,,,60.0,,,397.0,,
5.0,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,IEEE 802.11b,,1.0,DDR4,,64.0,,,,,,,Desktop,,mini ITX,negro,,profesional,,,,,,,,,,,,,,,551.38,622.99,587.18,,,,,8.0,,256.0,,,,,,,,1,7.0,916.0,,2259.0,,931.0,3731.0,,,3.0,,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,"profesional, bricolaje",16.0,,,,,,,,,,,,,,395.0,395.0,395.0,15.0,18.3,0.69,24.0,16.0,3200.0,512.0,,4.9,,,7.0,2.1,,1,7.0,715.0,,,,,3731.0,356.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,AMD,,DDR5,,,,,,,,,Desktop,,mini ITX,,,gaming,16.0,2.0,,,,,,,,,,,,,899.0,899.0,899.0,,,,16.0,32.0,5600.0,1000.0,3.8,5.1,,,,3.8,,1,25.0,51.0,,2259.0,,,,295.0,,,589.0,,
18.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,AMD,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,bricolaje,8.0,,,,,,,,,,,,,,499.0,1477.33,988.16,11.5,11.5,0.7,4.0,8.0,3200.0,256.0,,3.8,,,4.0,2.6,15.0,1,11.0,391.0,,,3.0,931.0,3731.0,100.0,,1182.0,397.0,,25.0
18.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",,2.0,1.0,,,,,,,,,,,,489.95,796.0,642.98,12.4,12.4,5.9,12.0,8.0,3200.0,256.0,,4.4,64.0,,5.0,3.3,15.0,1,165.0,916.0,63.0,2259.0,123.0,73.0,3731.0,947.0,,1182.0,233.0,,
1.0,Mini PC,,,"Ethernet, Bluetooth, wifi",,,Intel,,,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,24.0,,,,,,,,,,,,,,343.0,343.0,343.0,,,,30.0,,,,5.0,5.1,,,,,65.0,1,20.0,715.0,,,529.0,931.0,3731.0,356.0,,,337.0,,749.0
12.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,,,,,,,,compatible 4K,,,,,,,,1256.73,1646.24,1451.49,19.7,19.7,,,16.0,,512.0,,,,,3.0,,,1,9.0,6.0,36.0,8.0,,931.0,3731.0,,,35.0,233.0,,
2.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,negro,,bricolaje,4.0,,,,,,,,,,,,,,242.0,254.3,248.15,11.2,11.7,,4.0,,,,,2.9,64.0,,3.0,2.0,10.0,1,14.0,715.0,45.0,,74.0,931.0,3731.0,,,398.0,397.0,19.0,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,,4.0,,,,,,,,,,,,,,179.99,179.99,179.99,,,,4.0,16.0,,512.0,,2.9,,,,2.0,10.0,1,14.0,715.0,,,74.0,,3731.0,,,1182.0,397.0,,26.0
16.0,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,,,,,,,,,,,,,,,641.25,855.78,748.51,17.5,17.5,,,8.0,,256.0,,,,,4.0,,,1,28.0,202.0,,86.0,,931.0,3731.0,190.0,,1182.0,,,
20.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth",,,,1.0,DDR4,,,,,1 entrada micrófono,,,,Desktop,,,negro,,,12.0,2.0,,,,,,,,512 GB,,,,,679.95,1173.52,926.74,,,5.0,12.0,16.0,3200.0,,,4.7,,,,,,1,93.0,916.0,63.0,,,73.0,3731.0,833.0,,,233.0,,
1.0,Mini PC,,HDMI,"Ethernet, wifi",,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,469.99,469.99,469.99,,,,,,,,,,,,,,,1,12.0,715.0,,,,931.0,3731.0,947.0,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,,8.0,,,,,,,,,,,,,,289.0,289.0,289.0,,,,4.0,16.0,,512.0,2.3,4.0,,,,2.3,35.0,1,2.0,2.0,,,,,,295.0,,1182.0,397.0,,2.0
19.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",12.0,2.0,1.0,,,,,,,,,,,,529.96,829.32,679.64,12.4,12.4,5.9,12.0,8.0,3200.0,512.0,,4.4,64.0,,5.0,3.3,15.0,1,165.0,916.0,63.0,2259.0,,73.0,3731.0,947.0,,1182.0,233.0,,
19.0,Mini PC,disco duro SSD,,wifi,,IEEE 802.11g,Intel,1.0,DDR5,,64.0,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,20.0,1.0,,,,,,,,,,,,,704.2,1013.49,858.85,33.5,10.5,8.0,24.0,16.0,,512.0,,4.8,128.0,,33.0,2.5,65.0,1,84.0,374.0,87.0,2259.0,,,3731.0,947.0,52.0,1182.0,1.0,,
3.0,Mini PC,disco duro SSD,,"Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,nettop,negro,,bricolaje,,,,,,,,,,,,,,,282.29,354.34,318.31,12.4,12.4,0.54,6.0,4.0,3200.0,128.0,,3.7,,,5.0,1.0,,1,8.0,715.0,63.0,44.0,,78.0,3731.0,,,1182.0,397.0,,
9.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,2.0,,,,,,,,,,,,,504.17,658.18,581.17,17.5,17.7,1.4,,8.0,3200.0,256.0,,,64.0,,3.0,,,1,50.0,715.0,106.0,2259.0,,78.0,3731.0,190.0,,1182.0,,,
6.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi",,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,blanco,,,8.0,2.0,,,,,,,,,,,,,400.5,659.0,529.75,17.9,3.5,2.1,10.0,8.0,1600.0,256.0,,,64.0,,17.0,1.2,15.0,1,50.0,,17.0,,,28.0,,190.0,,1182.0,813.0,,
6.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500/5000/10000,,,,,Desktop,,cubo,negro,,"empresas, principiante",,2.0,1.0,,,,,,,,,,,,605.76,664.66,635.21,12.4,12.4,5.9,12.0,8.0,3200.0,512.0,,4.4,64.0,,5.0,3.3,15.0,1,165.0,916.0,63.0,63.0,123.0,73.0,3731.0,947.0,,389.0,233.0,,
12.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, wifi, Ethernet",,,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,2.0,,,,,,,,,,,,,603.64,814.88,709.26,3.4,18.0,1.1,12.0,8.0,3200.0,256.0,,4.6,32.0,,18.0,,45.0,1,59.0,715.0,213.0,2259.0,866.0,73.0,3731.0,947.0,,1182.0,589.0,,43.0
4.0,Mini PC,,HDMI,"wifi, Bluetooth",,,,0.0,,,,,,,,,,Desktop,,mini ITX,negro,,,,,1.0,,,,,,,,,,,,653.26,1000.51,826.88,12.4,12.4,,,,,,,,,,5.0,,,1,93.0,916.0,63.0,,,931.0,3731.0,,,398.0,,,
59.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,empresas,,,,,,,,,,,,,,,769.99,3298.99,2034.49,17.5,17.7,,,,,,,,,,3.0,,,1,,,112.0,,,931.0,,,,,,,
4.0,Mini PC,disco duro SSD,,"Ethernet, wifi",,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500,,kit de montaje VESA,,,Desktop,,mini ITX,negro,,,16.0,,,,,,,,,,,,,,695.08,983.03,839.06,17.9,3.5,2.1,12.0,8.0,3200.0,512.0,,4.6,64.0,,17.0,3.4,,1,25.0,916.0,17.0,,866.0,28.0,3731.0,947.0,,1182.0,297.0,,43.0
14.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,24.0,2.0,,,,,,,,,,,,,1068.5,1531.98,1300.24,17.5,17.7,1.42,30.0,16.0,4800.0,512.0,,5.1,64.0,,3.0,2.1,65.0,1,105.0,374.0,112.0,,866.0,28.0,3731.0,833.0,,1182.0,337.0,,749.0
19.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,AMD,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,bricolaje,12.0,,,,,,,,,,,,,,430.91,683.29,557.1,11.5,11.5,0.5,8.0,8.0,3200.0,256.0,,4.0,,,4.0,2.1,15.0,1,39.0,391.0,,2259.0,3.0,78.0,3731.0,327.0,,1182.0,813.0,,25.0
12.0,Mini PC,sin disco duro,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,bricolaje,,2.0,,,,,,,,,,,,,372.89,521.46,447.18,11.5,11.5,0.7,,,,,,,64.0,,4.0,,,1,,391.0,,41.0,,78.0,3731.0,,,398.0,,,
12.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,12.0,2.0,,,,,,,,,,,,,584.14,686.99,635.57,16.6,16.7,0.8,12.0,8.0,3200.0,128.0,,4.4,32.0,,4.0,1.5,,1,10.0,715.0,4.0,2259.0,529.0,,3731.0,190.0,,13.0,233.0,,
7.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,teclado,,,Desktop,,,negro,,empresas,12.0,2.0,1.0,,,,,,,,,,,,732.37,896.56,814.46,17.5,17.7,1.42,18.0,8.0,4800.0,512.0,,4.4,64.0,,3.0,2.0,35.0,1,29.0,715.0,112.0,,529.0,59.0,3731.0,947.0,92.0,200.0,813.0,,749.0
14.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,,,,,,,,,,,,,,,733.11,1050.52,891.82,17.5,17.5,,,16.0,,512.0,,,,,4.0,,,1,49.0,202.0,,2259.0,,78.0,3731.0,947.0,,1182.0,,,
13.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,4.0,,,,,,,,,,,,,,559.9,720.99,640.44,,,,4.0,8.0,,128.0,2.1,4.1,,,,,15.0,1,20.0,715.0,,2259.0,123.0,,3731.0,190.0,,13.0,51.0,,24.0
48.0,Mini PC,,,"Bluetooth, wifi, Ethernet",,,,,DDR4,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,,,,,,,,,,,,,,,299.59,890.38,594.99,3.4,18.0,,,,,,,,,,18.0,,,1,,715.0,213.0,,,,,,,,,,
9.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,plateado,,,18.0,2.0,,,,,,,,,,,,,964.68,1194.53,1079.61,11.2,14.4,6.0,18.0,16.0,5600.0,512.0,,4.5,96.0,,4.0,3.6,,1,49.0,270.0,,63.0,,88.0,3731.0,128.0,,1182.0,163.0,,
6.0,Mini PC,disco duro M.2 SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,torre,negro,,empresas,20.0,4.0,,,,,,,,,,,,,1699.0,2500.99,2099.99,22.3,8.6,3.6,25.0,16.0,4000.0,512.0,2.1,4.9,128.0,,20.0,,180.0,1,52.0,27.0,135.0,,529.0,2.0,679.0,833.0,64.0,1182.0,297.0,,749.0
4.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,plateado,,,22.0,2.0,,,,,,,,,,,,,1444.95,2548.93,1996.94,11.2,14.4,0.8,24.0,32.0,5600.0,1000.0,1.4,5.1,96.0,,4.0,1.4,,1,59.0,270.0,,52.0,462.0,3.0,,64.0,,389.0,337.0,,
4.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,plateado,,,22.0,2.0,,,,,,,,,,,,,1309.27,1384.08,1346.67,11.2,14.4,0.8,24.0,32.0,4800.0,1000.0,1.4,4.8,,,4.0,1.4,28.0,1,192.0,270.0,,63.0,462.0,88.0,3731.0,297.0,,389.0,337.0,,39.0
6.0,Mini PC,,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,"empresas, profesional",20.0,,,,,,,,,,,,,,923.69,1090.99,1007.34,18.3,17.9,,25.0,16.0,4800.0,512.0,2.1,4.9,,,3.0,,180.0,1,52.0,374.0,213.0,,529.0,931.0,,833.0,,1182.0,297.0,,749.0
70.0,Mini PC,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,,2.0,1.0,,,,,,,,,,,,386.98,1599.78,993.38,11.2,11.7,,,,,,,,,,3.0,,,1,,,52.0,,,,,,,,,,
6.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,2.0,,,,,,,,,,,,,932.23,1275.95,1104.09,17.5,17.7,1.42,24.0,16.0,4800.0,512.0,,3.5,64.0,,3.0,2.5,65.0,1,84.0,374.0,112.0,,866.0,28.0,3731.0,947.0,,1182.0,163.0,,749.0
74.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,bricolaje,,2.0,1.0,,,,,,,,,,,,396.54,1791.8,1094.17,11.2,11.7,,,,,,,,96.0,,5.0,,,1,,270.0,52.0,44.0,,,,,,,,,
7.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,8.0,,,,,,,,,,,,,,711.48,770.33,740.9,11.2,11.7,0.51,10.0,8.0,3200.0,512.0,1.2,4.5,64.0,,3.0,1.2,15.0,1,50.0,715.0,,,866.0,88.0,3731.0,190.0,,1182.0,813.0,,
7.0,Mini PC,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,2.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,8.0,2.0,1.0,,,,,,,,,,,,478.91,537.67,508.29,11.2,11.7,7.0,12.0,64.0,3200.0,,2.8,4.7,,,3.0,,28.0,1,35.0,916.0,52.0,,25.0,,3731.0,833.0,,,397.0,,24.0
5.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,,,LAN 10/100/1000/2500,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,,,,,,,,,,,,,,,,721.28,882.83,802.06,13.0,12.0,,,8.0,,256.0,,,,,5.0,,,1,,391.0,,2259.0,,931.0,3731.0,327.0,,398.0,,,
4.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,64.0,,LAN 10/100/1000/2500,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,,,,,,,,,,,,,,,,849.42,947.91,898.66,13.0,12.0,,,16.0,,512.0,,,,,5.0,,,1,2.0,391.0,,,,931.0,3731.0,295.0,,1182.0,,,
4.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,1.0,DDR4,,64.0,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,,,,,,,,,,,,,,,369.09,408.82,388.95,13.2,12.7,,,4.0,,128.0,,,,,5.0,,,1,45.0,715.0,31.0,,,931.0,3731.0,60.0,,1182.0,,,
6.0,Mini PC,disco duro SSD,HDMI,Ethernet,Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,,8.0,,,,,,,,,,,,,,657.26,1148.0,902.63,,,1.0,6.0,4.0,2666.0,128.0,1.6,4.2,,,,1.6,15.0,1,18.0,715.0,,2259.0,123.0,5.0,3731.0,947.0,,398.0,397.0,,24.0
7.0,Mini PC,disco duro SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,,,,,,,,,,,,,,655.31,722.07,688.69,30.7,10.25,,,8.0,,512.0,,4.7,64.0,,3.0,2.5,,1,22.0,715.0,87.0,2259.0,,,3731.0,947.0,,1182.0,233.0,,
6.0,Mini PC,disco duro SSD,,wifi,,,,0.0,DDR4,,,,,,,,,Desktop,,barebone,negro,,,,,,,,,,,,,,,,,599.99,795.83,697.91,35.7,12.0,,,,,,,,,,18.0,,,1,5.0,916.0,,,,931.0,,,,398.0,,,
22.0,Mini PC,,,"Ethernet, wifi",,IEEE 802.11ax,,,,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,400.5,1282.49,841.5,17.9,3.5,,,,,,,,,,17.0,,,1,,,17.0,,,931.0,,,,,,,
4.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",,,,1.0,DDR4,,,ninguno,,,,,,Desktop,,mini ITX,negro,,empresas,,,,,,,,,,,,,,,603.06,926.93,764.99,11.9,18.0,0.6,,8.0,,256.0,,,,,3.0,,,1,71.0,715.0,,2259.0,,,3731.0,947.0,,3.0,,,
3.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,18.0,,,,,,,,,,,,,,558.99,911.82,735.4,14.7,14.7,,18.0,16.0,,1000.0,1.2,4.5,,,5.0,1.2,28.0,1,49.0,270.0,,2259.0,462.0,,3731.0,128.0,,,163.0,,39.0
2.0,Mini PC,,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,,Desktop,,mini ITX,,,bricolaje,,,1.0,,,,,,,,,,,,494.0,619.77,556.88,11.9,11.3,,,,,,,,64.0,,4.0,,,1,89.0,916.0,21.0,,,931.0,3731.0,,,398.0,,,
2.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,Wi-Fi 6E,AMD,,DDR5,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,plateado,,,16.0,,,,,,,,,,,,,,369.0,529.0,449.0,,,,16.0,,4800.0,,,4.9,,,,3.8,,1,3.0,51.0,,,,,,295.0,,,589.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11ac,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,189.0,189.0,189.0,,,,,8.0,3200.0,256.0,,3.4,,,,1.7,,1,11.0,715.0,,,,,3731.0,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,"profesional, bricolaje",4.0,,,,,,,,,,,,,,175.99,175.99,175.99,12.8,12.8,,6.0,16.0,,1000.0,,3.4,,,5.0,,15.0,1,11.0,715.0,,,,,3731.0,60.0,,1182.0,397.0,,
3.0,Mini PC,disco duro SSD,,"Ethernet, wifi",,Wi-Fi 6E,,1.0,DDR5,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,829.0,2247.5,1538.25,11.1,11.7,,,32.0,,1000.0,,,,,3.0,,,1,25.0,51.0,,2259.0,,931.0,3731.0,295.0,,1182.0,,,
