ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_placa_base,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,Desktop,,desktop,,,12.0,,,,,,,,,,,,1025.81,1025.81,1025.81,,,,18.0,16.0,3200.0,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,,,,529.0,,,947.0,,,813.0,,749.0
2.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,DDR5,,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1249.0,1319.0,1284.0,,,,16.0,32.0,,1000.0,4.1,5.0,,,,4.1,65.0,1,1.0,358.0,,2259.0,47.0,95.0,412.0,295.0,,,589.0,,167.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,Desktop,,desktop,,gaming,16.0,,,,,,,,,,,,1889.9,1889.9,1889.9,,,,32.0,32.0,,1000.0,3.4,4.6,,,,3.4,65.0,1,70.0,44.0,,2259.0,159.0,95.0,193.0,295.0,,389.0,589.0,,478.0
5.0,PC gaming,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,GDDR6X,,ninguno,LAN 10/100/1000/2500,,,,Desktop,,semitorre,,gaming,32.0,,,,,,,,,,,,3599.99,5499.99,4549.99,30.0,18.5,7.2,36.0,,6000.0,2000.0,,6.0,,,39.0,3.2,125.0,1,25.0,,,2259.0,866.0,24.0,,356.0,,1182.0,194.0,,
3.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi",,,,1.0,DDR5,,64.0,ninguno,,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,647.35,699.99,673.67,,,,,16.0,,512.0,,,,,,,,1,13.0,51.0,,2259.0,,57.0,3731.0,295.0,1.0,1182.0,,,
14.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",,IEEE 802.11ax,Intel,,DDR5,GDDR6X,,,LAN 10/100/1000/2500,,,,Desktop,,semitorre,blanco,,28.0,2.0,,,1 TB,,,,,,,,1782.0,2218.4,2000.2,38.1,20.9,5.0,33.0,16.0,4800.0,1000.0,2.1,5.4,64.0,,39.0,2.1,65.0,1,69.0,,49.0,41.0,207.0,20.0,3.0,833.0,,1182.0,160.0,,749.0
2.0,PC gaming,disco duro SSD,,,,,,1.0,DDR5,GDDR6X,,,,,,,Desktop,,desktop,negro,gaming,,2.0,,,,,,,,,,,2249.0,2249.0,2249.0,46.0,21.6,,,32.0,6000.0,2000.0,,,,,49.0,,,1,33.0,44.0,,2259.0,,,193.0,295.0,,398.0,,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,semitorre,negro,gaming,12.0,,,,,,,,,,,,1277.94,1277.94,1277.94,,,,32.0,16.0,,1000.0,3.6,4.2,,,,3.6,65.0,1,31.0,13.0,,2259.0,26.0,93.0,193.0,327.0,,,813.0,,478.0
2.0,PC gaming,disco duro M.2 SSD,,,,,Intel,1.0,DDR4,,,ninguno,,,,,Desktop,,torre,negro,gaming,8.0,,,,,,,,,,,,539.0,579.0,559.0,42.6,21.4,12.0,6.0,16.0,2666.0,1000.0,3.7,4.4,,,48.0,3.7,65.0,1,1.0,89.0,,,123.0,12.0,,190.0,28.0,1182.0,397.0,,135.0
6.0,PC gaming,,,"Ethernet, Bluetooth, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,GDDR6,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,12.0,,,,,,,,,,,,659.0,723.48,691.24,38.5,17.0,,12.0,16.0,,512.0,2.6,4.4,,,38.0,2.6,65.0,1,13.0,164.0,49.0,,30.0,,124.0,947.0,,398.0,1.0,,135.0
3.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,Desktop,,torre,,gaming,12.0,,,,,,,,,,,,1131.49,1259.3,1195.39,,,,32.0,32.0,,1000.0,3.7,4.6,,,,3.7,65.0,1,22.0,487.0,,2259.0,159.0,93.0,,327.0,,,813.0,,478.0
2.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,DDR5,,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,999.0,1069.0,1034.0,,,,32.0,32.0,,1000.0,3.7,5.0,,,,3.7,65.0,1,14.0,191.0,,2259.0,94.0,148.0,679.0,327.0,,,813.0,,167.0
10.0,PC gaming,disco duro M.2 SSD,USB-C,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,,DDR4,GDDR6X,64.0,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,16.0,4.0,,,,,,,,,,,2659.89,3441.79,3050.84,45.0,21.1,12.5,16.0,32.0,3200.0,1024.0,3.6,5.0,128.0,,48.0,,95.0,1,3.0,12.0,57.0,2259.0,30.0,9.0,412.0,833.0,,27.0,589.0,,135.0
7.0,PC gaming,,,"Ethernet, Bluetooth, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,12.0,,,,,,,,,,,,619.0,723.48,671.24,38.5,17.0,,,,,512.0,,4.4,,,38.0,,65.0,1,,,49.0,,,,,947.0,,,813.0,,
7.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,,gaming,12.0,2.0,2.0,,,,,,,,,,801.29,946.99,874.14,29.7,15.5,6.3,16.0,16.0,3200.0,512.0,3.9,4.4,,,33.0,,65.0,1,41.0,3.0,40.0,2259.0,83.0,36.0,124.0,327.0,,389.0,813.0,139.0,478.0
10.0,PC gaming,disco duro SSD,USB-C,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ax,AMD,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,16.0,4.0,1.0,3.0,,2.0,,,,,,,908.82,1480.22,1194.52,45.6,18.5,14.0,32.0,16.0,3200.0,512.0,,4.6,128.0,,45.0,3.4,65.0,1,1.0,183.0,57.0,,159.0,20.0,412.0,295.0,,27.0,589.0,24.0,478.0
1.0,PC gaming,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,DDR5,,,ninguno,,,,Ray tracing,Desktop,,,negro,gaming,16.0,2.0,,,,,,,,,,,1549.01,1549.01,1549.01,,,,20.0,16.0,,1000.0,2.5,4.7,,,,2.5,65.0,1,40.0,358.0,10.0,2259.0,207.0,67.0,412.0,947.0,28.0,165.0,233.0,,749.0
2.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,2.0,DDR4,,64.0,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,12.0,2.0,,,1 TB,,,canal 5.1,,,,,899.0,1529.03,1214.01,47.0,20.4,18.7,32.0,16.0,3733.0,512.0,3.7,4.6,,,46.0,,65.0,1,22.0,78.0,94.0,52.0,,15.0,679.0,327.0,,389.0,813.0,,478.0
10.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,plateado,gaming,12.0,2.0,2.0,,,,,canal 5.1,,,,,791.0,1461.02,1126.01,29.7,15.5,6.31,18.0,16.0,3200.0,512.0,2.5,4.4,,,33.0,,65.0,1,104.0,41.0,40.0,,529.0,36.0,54.0,947.0,,389.0,813.0,139.0,749.0
11.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,2.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,12.0,2.0,2.0,,1 TB,,,,,,,,901.01,1110.62,1005.81,29.7,15.5,6.3,18.0,16.0,3200.0,512.0,2.5,4.4,32.0,7200.0,33.0,,65.0,1,104.0,164.0,40.0,,529.0,36.0,679.0,947.0,,165.0,813.0,139.0,749.0
20.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,,gaming,,,1.0,3.0,,2.0,,,,,,,799.0,3473.14,2136.07,45.6,18.5,,,,,,,,,,45.0,,,1,,,57.0,,,931.0,,,,,,10.0,
8.0,PC gaming,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,12.0,2.0,,,,,,,,,,,1033.96,1223.99,1128.97,39.6,16.5,13.8,18.0,16.0,3200.0,512.0,2.5,4.4,,,44.0,,65.0,1,104.0,183.0,94.0,2259.0,529.0,931.0,412.0,947.0,33.0,165.0,813.0,,749.0
4.0,PC gaming,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,2.0,DDR4,GDDR5,,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,8.0,2.0,2.0,,1 TB,,,canal 5.1,,,,,487.99,548.51,518.25,29.7,15.5,6.31,8.0,8.0,3200.0,256.0,,4.2,,,33.0,4.0,65.0,1,3.0,89.0,40.0,,83.0,36.0,124.0,100.0,,165.0,397.0,139.0,478.0
33.0,PC gaming,,,"Ethernet, Bluetooth, wifi",Bluetooth 5.3,,,,,,,,Ethernet 10/100/1000,,,,Desktop,,desktop,,gaming,,,,,,,,,,,,,2142.32,5092.69,3617.51,52.3,18.4,,,,,,,,,,42.0,,,1,,,23.0,,,,,,52.0,,,5.0,
6.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,,,,,,,,canal 5.1,,,,,1072.18,1223.86,1148.02,39.6,16.5,5.0,,16.0,3200.0,512.0,,,,,44.0,3.2,,1,104.0,164.0,94.0,63.0,,67.0,679.0,947.0,33.0,165.0,813.0,,
13.0,PC gaming,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",,,AMD,,DDR4,,,,,,,Ray tracing,Desktop,,torre,,,,,2.0,,,,,,,,,,2566.0,3033.93,2799.97,43.3,27.9,,,,,,,,,,50.0,,105.0,1,,,23.0,,,931.0,,,,,,2.0,478.0
6.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,,DDR4,,,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,12.0,2.0,,,,,,,,512 GB,,,1032.18,1144.11,1088.14,47.0,20.4,18.7,16.0,16.0,3733.0,512.0,3.9,4.4,512.0,,46.0,,65.0,1,41.0,78.0,94.0,2259.0,83.0,15.0,679.0,327.0,,165.0,813.0,,478.0
11.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,12.0,2.0,,,,,,,,,,,1120.15,1488.31,1304.23,39.6,16.5,13.8,18.0,16.0,3200.0,512.0,2.5,4.4,,,44.0,,65.0,1,104.0,78.0,94.0,52.0,529.0,67.0,679.0,947.0,33.0,165.0,813.0,,749.0
10.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,16.0,,,,,,,,,,,,1415.22,1742.46,1578.84,47.0,20.4,,32.0,16.0,3733.0,1024.0,3.8,4.7,,,46.0,,105.0,1,15.0,78.0,94.0,2259.0,159.0,931.0,679.0,295.0,,165.0,589.0,,478.0
1.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,,4.0,,,,,,canal 5.1,,,,,1399.0,1399.0,1399.0,39.6,16.5,13.8,,16.0,5200.0,1000.0,,,128.0,,44.0,,,1,105.0,191.0,94.0,52.0,,15.0,679.0,833.0,33.0,165.0,,,
2.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,,4.0,,,,,,canal 5.1,,,,,1499.0,2222.0,1860.5,39.6,16.5,13.8,,16.0,5200.0,1000.0,,,,,44.0,,,1,105.0,487.0,94.0,63.0,,15.0,679.0,833.0,33.0,165.0,,,
3.0,PC gaming,disco duro M.2 SSD,HDMI,"Ethernet, wifi",,IEEE 802.11n,,1.0,DDR5,,64.0,ninguno,,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,1343.95,1369.99,1356.97,,,6.0,,32.0,,2000.0,,,,,,,,1,17.0,191.0,,2259.0,,68.0,,327.0,6.0,1182.0,,,
2.0,PC gaming,disco duro SSD,,,,,AMD,,DDR4,,,ninguno,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1229.0,1229.0,1229.0,,,,32.0,32.0,,1000.0,3.8,4.7,,,,3.8,105.0,1,15.0,487.0,,2259.0,159.0,,,295.0,,,589.0,,478.0
1.0,PC gaming,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,GDDR6X,,ninguno,LAN 10/100/1000/2500,,,,Desktop,,semitorre,gris,gaming,32.0,,,,,,,,,,,,5499.99,5499.99,5499.99,30.0,18.5,7.2,36.0,64.0,6000.0,2000.0,,6.0,,,39.0,3.2,125.0,1,25.0,54.0,,2259.0,866.0,24.0,30.0,356.0,,1182.0,194.0,,
17.0,PC gaming,,,"wifi, Ethernet",,IEEE 802.11ax,Intel,1.0,,,,,Ethernet 10/100/1000,,,,Desktop,,desktop,negro,gaming,,,,,,,,,,,,,1099.99,2363.31,1731.65,40.2,21.5,,,16.0,,1000.0,,,,,34.0,,,1,,,49.0,,,,679.0,,,389.0,,,749.0
7.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,1.0,DDR4,,,,,,,,Desktop,,desktop,negro,gaming,12.0,,,,,,,,,,,,367.94,555.68,461.81,39.0,22.0,,8.0,16.0,3200.0,1000.0,,4.2,,,44.0,3.7,,1,11.0,391.0,,2259.0,,,3731.0,327.0,9.0,165.0,813.0,,
5.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,DDR5,,64.0,ninguno,,,,,Desktop,,desktop,blanco,gaming,32.0,2.0,,,,,,,,,,,2836.02,2899.99,2868.01,,,,,32.0,6000.0,2000.0,,6.0,,,,1.9,,1,23.0,44.0,,114.0,,,193.0,356.0,8.0,1182.0,194.0,,
16.0,PC gaming,disco duro SSD,HDMI,wifi,,,AMD,1.0,DDR5,,64.0,,,,,,Desktop,,desktop,negro,gaming,12.0,2.0,,,,,,,,,,,1146.9,1583.89,1365.39,,,,32.0,16.0,,1000.0,,5.3,,,,4.7,105.0,1,17.0,66.0,,,,148.0,412.0,327.0,,1182.0,813.0,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,904.9,904.9,904.9,,,,32.0,32.0,,1000.0,3.4,4.6,,,,3.4,65.0,1,70.0,487.0,,2259.0,159.0,57.0,,295.0,,1182.0,589.0,,478.0
2.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,gaming,,,,,,,,,,,,,749.0,829.0,789.0,,,,,32.0,,1000.0,,,,,,,,1,6.0,183.0,,2259.0,,148.0,679.0,833.0,,,,,
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,Desktop,,,,gaming,12.0,,,,,,,,,,,,959.95,959.95,959.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,78.0,,2259.0,,,679.0,327.0,,,813.0,,478.0
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,,,,,20.0,,,,,,,,,,,,2213.9,2213.9,2213.9,,,,24.0,32.0,,1000.0,3.5,5.3,,,,3.5,125.0,1,15.0,43.0,,2259.0,207.0,68.0,,947.0,,,163.0,,
1.0,PC gaming,disco duro SSD,HDMI,wifi,,,AMD,,,,,,,,,,Desktop,,,,gaming,,,,,,,,,,,,,649.9,649.9,649.9,,,,,16.0,,1000.0,,,,,,,,1,,391.0,,2259.0,,,3731.0,327.0,,1182.0,,,
3.0,PC gaming,disco duro SSD,HDMI,"Ethernet, wifi",,,Intel,1.0,DDR4,,64.0,ninguno,,,,,Desktop,,desktop,blanco,gaming,,,,,,,,,,,,,1156.98,1249.99,1203.49,,,6.0,,32.0,,1000.0,,,,,,,,1,1.0,191.0,,2259.0,,148.0,,947.0,,1182.0,,,
2.0,PC gaming,disco duro SSD,,,,,Intel,,DDR5,,,,,,,,Desktop,,,,gaming,20.0,,,,,,,,,,,,2029.0,2029.0,2029.0,,,,24.0,32.0,,2000.0,2.7,5.2,,,,2.7,65.0,1,7.0,358.0,,2259.0,207.0,,,947.0,,,163.0,,
2.0,PC gaming,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.3,IEEE 802.11ax,Intel,1.0,DDR5,,,ninguno,,,,,Desktop,,semitorre,negro,gaming,24.0,2.0,,,,,,,,,,,3999.0,5107.92,4553.46,43.0,21.5,12.0,30.0,32.0,,2000.0,3.4,5.4,,,49.0,3.4,125.0,1,32.0,76.0,,114.0,866.0,9.0,193.0,833.0,,165.0,337.0,,749.0
3.0,PC gaming,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,GDDR6X,,ninguno,LAN 10/100/1000/2500,,,,Desktop,,semitorre,gris,gaming,32.0,,,,,,,,,,,,3599.99,4299.0,3949.49,30.0,18.5,7.2,36.0,32.0,6000.0,2000.0,,6.0,,,39.0,3.2,125.0,1,25.0,43.0,,2259.0,866.0,24.0,193.0,356.0,,1182.0,194.0,,
14.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,,,,,,Ethernet 10/100/1000,1 HDMI,,Ray tracing,Desktop,,minitorre,,gaming,12.0,,,,,,,,,,,,931.0,1266.35,1098.67,40.8,17.5,,18.0,,,512.0,2.5,4.4,,,35.0,,65.0,1,104.0,,49.0,,529.0,,,947.0,,,813.0,,749.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,DDR4,,,,,,,,Desktop,,,,gaming,24.0,,,,,,,,,,,,1811.9,1811.9,1811.9,,,,64.0,32.0,,1000.0,3.7,4.8,,,,3.7,105.0,1,33.0,44.0,,2259.0,159.0,68.0,,108.0,,1182.0,297.0,,478.0
1.0,PC gaming,,,,,,AMD,,,,,ninguno,,,,,Desktop,,,negro,gaming,16.0,,,,,,,,,,,,1082.5,1082.5,1082.5,,,,32.0,32.0,,,3.4,4.6,,,,3.4,65.0,1,70.0,5.0,,,159.0,,412.0,295.0,,1182.0,589.0,,478.0
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,Desktop,,,,gaming,16.0,,,,,,,,,,,,1399.9,1399.9,1399.9,,,,32.0,32.0,,1000.0,3.4,4.6,,,,3.4,65.0,1,70.0,358.0,,2259.0,159.0,,412.0,295.0,,1182.0,589.0,,478.0
2.0,PC gaming,disco duro SSD,,,,,Intel,,DDR5,,,,,,,,Desktop,,,,gaming,20.0,,,,,,,,,,,,1863.54,1899.0,1881.27,,,,24.0,32.0,,2000.0,2.7,5.2,,,,2.7,65.0,1,7.0,358.0,,2259.0,207.0,,,947.0,,,163.0,,
14.0,PC gaming,,,"Bluetooth, Ethernet, wifi",,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6X,,ninguno,LAN 10/100/1000/2500,,,,Desktop,,semitorre,,,,,,,,,,,,,,,1782.0,2218.4,2000.2,38.1,20.9,,,16.0,,1000.0,2.1,,,,39.0,2.1,,1,,358.0,49.0,2259.0,,931.0,412.0,833.0,,389.0,,,749.0
3.0,PC gaming,disco duro SSD,,"Ethernet, wifi",,,,1.0,DDR4,GDDR6,,ninguno,,,,,Desktop,,torre,negro,gaming,12.0,,,,,,,,,,,,859.03,883.2,871.12,49.2,22.0,,32.0,16.0,3200.0,1024.0,3.7,4.6,,,44.0,,65.0,1,22.0,164.0,,,159.0,20.0,679.0,327.0,,165.0,813.0,,478.0
14.0,PC gaming,,,Ethernet,,,Intel,1.0,DDR4,GDDR6,,,Ethernet 10/100/1000,1 HDMI,,Ray tracing,Desktop,,minitorre,negro,gaming,16.0,2.0,,,,,,,,512 GB,,,931.0,1266.35,1098.67,40.8,17.5,5.0,20.0,16.0,3200.0,8000.0,2.5,4.7,64.0,,35.0,2.5,65.0,1,40.0,487.0,49.0,,207.0,12.0,679.0,947.0,,,233.0,,749.0
5.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,1 HDMI,,,Desktop,,desktop,negro,gaming,12.0,,,,,,,,,,,,784.25,883.79,834.02,42.1,21.0,7.0,12.0,32.0,,1000.0,2.6,4.4,,,49.0,,65.0,1,12.0,89.0,,2259.0,30.0,93.0,124.0,947.0,49.0,165.0,813.0,,135.0
4.0,PC gaming,disco duro SSD,,"wifi, Ethernet",,,Intel,1.0,DDR4,GDDR6,,,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,16.0,2.0,,,,,,,,,,,881.16,957.98,919.57,27.3,48.1,,20.0,32.0,3200.0,1000.0,2.5,4.6,,,49.0,2.5,65.0,1,47.0,183.0,,2259.0,866.0,93.0,412.0,947.0,52.0,165.0,233.0,,749.0
4.0,PC gaming,disco duro SSD,,"wifi, Ethernet",,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,gaming,16.0,1.0,,,,,,,,,,,1217.73,1323.12,1270.42,27.3,48.1,,20.0,16.0,3200.0,500.0,2.5,4.6,,,49.0,2.5,65.0,1,47.0,358.0,,2259.0,866.0,93.0,,947.0,52.0,165.0,233.0,,749.0
3.0,PC gaming,,,Ethernet,,,,,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,,semitorre,negro,gaming,,,,,,,,,,,,,898.99,1777.99,1338.49,38.6,17.5,,,,,,,,,,39.0,,,1,,,45.0,,,931.0,,,,,,139.0,
8.0,PC gaming,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,DDR5,GDDR6X,,ninguno,,,,Ray tracing,Desktop,,,negro,gaming,16.0,2.0,,,,,,canal 7.1,,,,,1614.05,2199.54,1906.8,,,7.73,20.0,16.0,4800.0,1000.0,2.5,4.6,64.0,,,2.5,65.0,1,47.0,358.0,10.0,2259.0,866.0,931.0,412.0,947.0,28.0,165.0,233.0,,749.0
8.0,PC gaming,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,semitorre,negro,gaming,24.0,4.0,,,,,,canal 5.1,,,,,1411.0,1612.76,1511.88,39.6,16.5,13.8,30.0,16.0,5200.0,512.0,,5.1,128.0,,44.0,1.5,65.0,1,105.0,191.0,94.0,,866.0,15.0,679.0,833.0,33.0,165.0,337.0,,749.0
3.0,PC gaming,disco duro SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,torre,negro,gaming,24.0,,,,,,,,,,,,1899.0,2319.98,2109.49,47.0,20.4,18.7,30.0,32.0,5200.0,1000.0,,5.4,,,46.0,3.4,125.0,1,27.0,191.0,94.0,2259.0,866.0,15.0,679.0,833.0,,165.0,337.0,,749.0
13.0,PC gaming,disco duro SSD,,"wifi, Bluetooth, Ethernet",,,AMD,1.0,DDR4,GDDR6,,ninguno,,,,Ray tracing,Desktop,,torre,negro,,16.0,4.0,2.0,,,,,,,,,,2566.0,3033.93,2799.97,43.3,27.9,15.0,32.0,32.0,3200.0,2000.0,3.8,4.7,,,50.0,3.8,105.0,1,15.0,23.0,23.0,,159.0,23.0,9.0,295.0,,,589.0,2.0,478.0
7.0,PC gaming,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,gaming,16.0,2.0,2.0,,,,,canal 5.1,,,,,1338.49,1508.8,1423.64,29.7,15.5,8.6,20.0,16.0,3200.0,512.0,,4.6,,,33.0,2.5,,1,47.0,191.0,40.0,52.0,866.0,67.0,679.0,947.0,,389.0,233.0,139.0,749.0
2.0,PC gaming,disco duro SSD,,,,,Intel,,DDR5,,,,,,,,Desktop,,desktop,,,20.0,,,,,,,,,,,,5252.89,5789.0,5520.94,,,,25.0,32.0,,1000.0,3.6,5.0,,,,3.6,125.0,1,20.0,12.0,,,529.0,,,833.0,,,297.0,,749.0
