ofertas,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq,procesador_zocalo_de_cpu_freq
4.0,WQXGA+,,,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,,L3,LPDDR5,teclado iluminado,,blanco,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1610.7,1685.31,1648.01,,,,,,,,,,,,,120.0,18.0,32.0,6000.0,512.0,,2.2,5.0,28.0,32.0,,,,,,,,1,63.0,916.0,,,60.0,,,3731.0,807.0,,1212.0,330.0,,18.0,18.0,
4.0,WUXGA,,,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,,L3,LPDDR5,,,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1397.18,1624.36,1510.77,,,,,,,,,,,,,,12.0,16.0,,,,,4.3,,,,,,,,,,1,55.0,135.0,,,462.0,,,3731.0,128.0,,,330.0,,,,
2.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,,teclado tipo chicle,,,,ión-litio,42.0,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,azul,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,777.5,1040.93,909.22,15.6,39.624,220.0,,,,,23.2,20.0,35.9,1.7,,60.0,10.0,8.0,,512.0,,0.9,4.4,15.0,,,,,,,,,1,69.0,715.0,198.0,5.0,536.0,,4.0,3731.0,181.0,,1043.0,255.0,,1604.0,1604.0,
2.0,,,,,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,,polímero de litio,,,,sensor de huellas dactilares,2024.0,IEEE 802.11ax,Qualcomm,1.0,Qualcomm,,,,,LPDDR5X,,,azul,,,64.0,,,ninguno,,,,,,,,,,,"Lenovo Now, Lenovo Utility, Lenovo Vantage, Intel Unison, Dolby Access",,,,,,,,cargador,,,,Laptop,,,,,,,,,,,,,,,,,1762.31,2069.96,1916.13,14.0,35.56,400.0,4096x2304,,10.0,65.0,22.1,15.0,31.2,1.39,,90.0,42.0,32.0,8400.0,1000.0,,3.4,,,,,,,,,,,1,19.0,22.0,46.0,,,,2.0,3731.0,35.0,,1212.0,330.0,,,,
2.0,,SSD,,,,,,,,,,,,,,,,,,,Intel,,,,,,L3,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,3599.0,4299.0,3949.0,,,,,,,,,,,,,,36.0,,,,,,,55.0,,,,,,,,,1,,,57.0,,,,,,192.0,,1212.0,125.0,,,,
4.0,Full HD,SSD,HDMI 1.4,,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,2.0,,41.0,,con tapa,,,IEEE 802.11ax,Intel,,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,611.19,1256.39,933.79,14.0,35.56,,,,,,21.5,17.0,32.4,1.36,,,12.0,,,,,,,15.0,,,,,,,,,1,,,3.0,15.0,309.0,,,3731.0,,,1043.0,753.0,,1604.0,1604.0,
1.0,WQXGA,SSD,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,63.0,aluminio,,,2024.0,,Intel,1.0,,,,16:10,L3,LPDDR5,,3.0,gris,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1081.52,1081.52,1081.52,14.0,35.56,400.0,,,,65.0,22.3,16.0,31.2,1.3,,144.0,8.0,16.0,,512.0,,2.1,4.5,17.0,,20.0,3.25,,,,,,1,4.0,4.0,133.0,,15.0,,,3731.0,128.0,,1212.0,561.0,,347.0,347.0,
1.0,WQXGA,SSD,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,63.0,aluminio,,,2024.0,,Intel,1.0,,,,16:10,L3,LPDDR5,,3.0,gris,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,952.27,952.27,952.27,14.0,35.56,400.0,,,,65.0,22.3,16.0,31.2,1.3,,144.0,8.0,16.0,,512.0,,2.1,4.5,17.0,,20.0,3.25,,,,,,1,4.0,4.0,133.0,,15.0,,,3731.0,128.0,,272.0,561.0,,347.0,347.0,
1.0,,memoria flash,,integrado,"wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,2023.0,,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR5,,,negro,,,,,"LTE, 4G",,,,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,679.14,679.14,679.14,12.0,30.48,,,,,45.0,22.9,21.0,29.6,1.5,,60.0,6.0,8.0,,64.0,,1.0,3.4,15.0,,5.0,,,,,,,1,16.0,715.0,14.0,6.0,44.0,,,3731.0,,,71.0,355.0,,2.0,2.0,
1.0,Full HD,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,99.0,,con tapa,,,,Intel,1.0,NVIDIA,SD,altavoces estéreo,,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,13158.52,13158.52,13158.52,16.0,40.64,,,,,280.0,26.7,26.0,36.0,2.4,,240.0,36.0,32.0,3200.0,2000.0,4.0,1.8,5.4,55.0,64.0,,,6450.0,,,,,1,10.0,54.0,23.0,1.0,866.0,,79.0,40.0,192.0,,265.0,125.0,,347.0,347.0,
1.0,WQXGA,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,,,,teclado numérico,4.0,,90.0,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,SD,Dynaudio,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,DTS,Certificación MIL-STD 810G,,,,2 x 16 GB,,,,,,,,,,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,3112.5,3112.5,3112.5,16.0,40.64,,,,,,25.6,18.0,35.9,2.35,,,30.0,32.0,,1000.0,,1.5,5.0,55.0,,,,,,,,,1,46.0,13.0,88.0,54.0,866.0,,,400.0,807.0,,1043.0,366.0,,347.0,347.0,
1.0,WQXGA,,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,,,,teclado numérico,4.0,,90.0,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,Dynaudio,16:10,L3,DDR5,teclado iluminado,4.0,plateado,,GDDR6,64.0,,,ninguno,,,,DTS,Certificación MIL-STD 810G,,0x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,3399.0,3399.0,3399.0,16.0,40.64,,,,,,25.6,18.0,35.9,2.35,,,30.0,32.0,5600.0,1000.0,,1.5,5.0,55.0,64.0,,,,,,,,1,46.0,487.0,88.0,54.0,866.0,,,400.0,807.0,,1043.0,366.0,,347.0,347.0,
1.0,HD+,,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.4,,,,,,,2.0,,72.0,,,,,IEEE 802.11be,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,2699.0,2699.0,2699.0,14.0,35.56,,,,,240.0,24.6,,31.5,1.7,,120.0,24.0,32.0,,1000.0,4.0,3.8,5.1,28.0,,,,,,,,,1,59.0,358.0,30.0,15.0,462.0,,,400.0,64.0,,1212.0,366.0,,50.0,50.0,
1.0,Full HD,PCIe SSD,HDMI 1.4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,,teclado tipo chicle,,,,ión-litio,42.0,,con tapa,,2023.0,IEEE 802.11ax,Intel,,Intel,,,16:9,L3,DDR4,,3.0,azul,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1196.41,1196.41,1196.41,15.6,39.624,220.0,,,,,23.2,20.0,35.9,1.7,,60.0,12.0,16.0,,512.0,,1.2,4.7,15.0,,,,,,,,,1,93.0,916.0,198.0,5.0,536.0,,4.0,3731.0,807.0,,1043.0,753.0,,1604.0,1604.0,
1.0,Full HD,SSD,,,,,,,,,,,,,,,,,2022.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,530.02,530.02,530.02,15.6,39.624,,,,,,,,,,,60.0,12.0,8.0,,512.0,,0.9,4.4,15.0,8.0,,,,,,,,1,165.0,715.0,198.0,,536.0,,,3731.0,684.0,,1212.0,753.0,,1604.0,1604.0,
1.0,Full HD,PCIe SSD,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,749.9,749.9,749.9,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,60.0,12.0,16.0,,1000.0,,1.2,5.0,15.0,16.0,,,,,,,,1,134.0,916.0,198.0,673.0,309.0,,,3731.0,807.0,,1212.0,753.0,,1604.0,1604.0,
1.0,2.8K,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.4,,,,,,,2.0,,72.0,,,,,IEEE 802.11be,Intel,1.0,NVIDIA,,,,L3,DDR5,teclado iluminado,4.0,azul,,GDDR6,,,,ninguno,,,,,,,2x SO-DIMM,,2 x 16 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,2864.95,2864.95,2864.95,14.0,35.56,,,,,240.0,24.6,,31.5,1.7,,120.0,24.0,32.0,5600.0,1000.0,4.0,3.8,5.1,28.0,96.0,,,,,,,,1,59.0,487.0,30.0,15.0,462.0,,,400.0,64.0,,272.0,366.0,,168.0,168.0,
2.0,Full HD,,,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,16:9,L3,DDR4,,,azul,,,,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,577.0,598.95,587.98,15.6,39.62,,,,,,,,,,,,12.0,8.0,,512.0,,0.9,4.4,15.0,16.0,,,,,,,,1,165.0,916.0,198.0,,536.0,,,3731.0,684.0,,265.0,753.0,,1604.0,1604.0,
1.0,WUXGA,PCIe SSD,,ninguno,"wifi, Bluetooth, NFC",Bluetooth 5.3,"integrada, 8.0 Mpx",compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,57.0,,,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,3.0,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,"Lenovo Commercial Vantage, Lenovo View",,,,,,,,cable de alimentación,,Epeat,,Laptop,,,,,,,,,,,,,,,,,1799.0,1799.0,1799.0,14.0,35.56,400.0,,1920x1080,,65.0,21.4,15.0,31.2,1.09,,,12.0,32.0,6400.0,1000.0,2.0,1.2,5.0,15.0,,,,,,,,,1,134.0,916.0,222.0,7.0,866.0,,3.0,3731.0,807.0,,1043.0,753.0,,537.0,537.0,
3.0,Full HD,SSD,HDMI,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,teclado gamer,,,2.0,,52.4,,con tapa,,2024.0,IEEE 802.11b,Intel,1.0,,,altavoces estéreo,,L3,DDR4,,3.0,gris,,GDDR6,,,,,,,Gigabit-LAN,DTS,,,,,,,,,,,,,,disco duro,cable de alimentación,,,,Laptop,,,,,,,,,,,,,,,,,901.49,1312.92,1107.2,15.6,39.624,,4096x2304,,,120.0,25.4,21.0,35.9,1.86,,,12.0,16.0,3200.0,512.0,4.0,1.5,4.4,45.0,,,,,,,,,1,71.0,121.0,29.0,58.0,536.0,,3.0,133.0,684.0,,265.0,561.0,,1604.0,1604.0,
2.0,,,,integrado,"Bluetooth, wifi",Bluetooth 5.2,,,,,,,,,,,,,,,,,,MicroSD,,16:9,,,,,,,,,,,,,panorámica,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,679.14,912.49,795.82,12.0,30.48,,,,,45.0,22.9,21.0,29.6,1.5,,,,,,,,,,,,5.0,,,,,,,1,,,14.0,6.0,,,,,,,71.0,,,,,
2.0,WUXGA,SSD,,,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,,polímero de litio,,,,sensor de huellas dactilares,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,,L3,LPDDR5X,,,plateado,,,64.0,,ninguna,ninguno,,OLED,,,,Lenovo AI Engine+,,,,,"Lenovo Now, Lenovo Utility, Lenovo Vantage, Intel Unison, Dolby Access",,,,Intel AI Boost,Italia,,,cargador,,,,Laptop,,,,,,,,,,,,,,,,,1762.31,2069.96,1916.13,14.0,35.56,400.0,4096x2304,,10.0,65.0,22.1,15.0,31.2,1.39,,,24.0,16.0,7467.0,512.0,,1.4,4.8,115.0,,,,,,,,,1,192.0,270.0,46.0,,462.0,,2.0,3731.0,297.0,,1212.0,366.0,,537.0,537.0,
1.0,Full HD,,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,1.0,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,729.0,729.0,729.0,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,,12.0,16.0,,1000.0,,1.2,4.7,15.0,16.0,,,,,,,,1,93.0,916.0,198.0,673.0,536.0,,,3731.0,807.0,,1212.0,753.0,,1604.0,1604.0,
,,SSD,HDMI 1.4,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,42.0,,con tapa,,,,Intel,,Intel,,SonicMaster,16:9,L3,DDR4,,3.0,,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,,,,15.6,39.624,,,1280x720,,,23.25,17.0,35.97,1.7,,,10.0,8.0,,512.0,,0.9,4.4,15.0,,,,,,,,,1,69.0,715.0,198.0,673.0,536.0,,,3731.0,181.0,,1212.0,255.0,,1604.0,1604.0,
1.0,WQXGA,SSD,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,63.0,aluminio,,,2024.0,,Intel,1.0,,,,16:10,L3,LPDDR5,,3.0,gris,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1193.09,1193.09,1193.09,14.0,35.56,400.0,,,,65.0,22.3,16.0,31.2,1.3,,144.0,8.0,16.0,,1000.0,,2.1,4.5,17.0,,20.0,3.25,,,,,,1,4.0,4.0,133.0,,15.0,,,3731.0,128.0,,1043.0,561.0,,347.0,347.0,
1.0,,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.2,0.7 Mpx,,,teclado gamer,,,2.0,ión-litio,48.0,,,,,,Intel,,,,altavoces estéreo,16:9,L3,,,3.0,,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,2206.26,2206.26,2206.26,17.3,43.942,250.0,,,,180.0,26.9,24.0,39.9,2.6,,,,,,,,,,45.0,,20.0,9.0,,,,,,1,,,60.0,673.0,,,8.0,,,,,,,,,
1.0,WQXGA,,,,,,,,,,,,,,,,,,,,Intel,1.0,NVIDIA,,,,L3,DDR5,teclado iluminado,,gris,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,3599.0,3599.0,3599.0,,,,,,,,,,,,,,36.0,32.0,5600.0,1000.0,,1.8,5.4,55.0,32.0,,,,,,,,1,10.0,76.0,57.0,,866.0,,,69.0,192.0,,1212.0,125.0,,347.0,347.0,
1.0,Full HD,,,,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,,ión-litio,63.0,aluminio,,,,,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,plateado,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1500.88,1500.88,1500.88,14.0,35.56,400.0,,,,65.0,22.3,16.0,31.2,1.3,,,12.0,32.0,,1000.0,,1.8,4.8,,,20.0,3.25,,,,,,1,10.0,270.0,,,,,,3731.0,297.0,,1043.0,561.0,,347.0,347.0,
1.0,Full HD,memoria flash,HDMI,2 en 1,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,39.0,,,,,IEEE 802.11ac,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,,2.0,azul,,,64.0,,,ninguno,Touchpad iluminado,,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,322.56,322.56,322.56,14.0,35.56,,,,,,16.9,21.0,32.0,1.5,,,4.0,4.0,,,,1.1,2.8,6.0,,,,,128.0,,,,1,37.0,715.0,198.0,10.0,74.0,,,3731.0,116.0,,1212.0,108.0,,1604.0,1604.0,
1.0,Full HD,SSD,HDMI,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,16:9,L3,,,,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,Italia,,,,,,,Laptop,,,,,,,,,,,,,,,,,1041.35,1041.35,1041.35,15.6,39.624,,,,,,,,,,,,6.0,8.0,,256.0,,1.6,4.2,15.0,32.0,,,,,,,,1,18.0,715.0,,,123.0,,,3731.0,684.0,,185.0,355.0,,1604.0,1604.0,
1.0,Full HD,SSD,Micro HDMI,integrado,Bluetooth,Bluetooth 5.0,"2.0 Mpx, integrada",,,,100.0,"teclas de dirección, teclado numérico",2.0,,,,con tapa,,,,,,,MicroSD,altavoces estéreo,16:9,,,,,gris,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,492.19,492.19,492.19,15.6,39.624,,,,,,23.3,18.0,35.9,1.5,,,,,,,2.0,,,,,7.6,,5000.0,,,,,1,20.0,,3.0,19.0,,,,,181.0,,185.0,,,1604.0,1604.0,
1.0,,,Mini HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,"integrada, 2.0 Mpx",,,,,,,polímero de litio,,,con tapa,,,,Intel,,Intel,MicroSD,,16:9,L2,,,,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,234.96,234.96,234.96,15.6,39.624,,,,,,23.9,22.0,37.1,1.5,,,4.0,4.0,,128.0,2.0,1.1,2.8,6.0,,7.6,,5000.0,,,,,1,27.0,,5.0,63.0,37.0,,,3731.0,116.0,,71.0,108.0,,1604.0,1604.0,
1.0,Full HD,SSD,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.2,integrada,,,teclado gamer,,teclado numérico,6.0,polímero de litio,99.9,,,,,,Intel,1.0,NVIDIA,,Dynaudio,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,,ninguno,teclado numérico,,,,,,2x SO-DIMM,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,3749.0,3749.0,3749.0,17.3,43.94,,3840x2160,,,,28.4,21.0,39.8,2.8,,360.0,24.0,32.0,,1000.0,,1.7,4.7,45.0,64.0,,,,,,,,1,55.0,23.0,30.0,405.0,536.0,,,44.0,807.0,,1212.0,299.0,,1604.0,1604.0,
1.0,,memoria flash,HDMI,2 en 1,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,,teclado tipo chicle,,,2.0,ión-litio,39.0,,,,,IEEE 802.11ac,Intel,,Intel,MicroSD,,16:9,,,,2.0,,,,64.0,,,,,panorámica,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,322.56,322.56,322.56,14.0,35.56,,,,,,16.9,21.0,32.0,1.5,,,,,,,,,,,,,,,,,,,1,,715.0,198.0,10.0,,,,3731.0,,,,,,,,
1.0,Full HD,,HDMI 1.4,,"Bluetooth, wifi",Bluetooth 5.3,,,,,,,2.0,,41.0,,con tapa,,,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,64.0,,ninguna,ninguno,,,,,,,2x SO-DIMM,,1 x 16 GB,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,1256.39,1256.39,1256.39,14.0,35.56,,,,,,21.5,17.0,32.4,1.36,,,12.0,16.0,3200.0,1000.0,,1.2,5.0,15.0,,,,,,,,,1,134.0,916.0,3.0,15.0,309.0,,,3731.0,807.0,,1043.0,753.0,,1604.0,1604.0,
1.0,,SSD,Micro HDMI,integrado,Bluetooth,Bluetooth 5.0,"2.0 Mpx, integrada",,,,100.0,"teclas de dirección, teclado numérico",2.0,,,,con tapa,,,,,1.0,,MicroSD,altavoces estéreo,16:9,,,,,gris,,,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,411.9,411.9,411.9,15.6,39.624,,,,,,23.3,18.0,35.9,1.5,,,,8.0,,512.0,2.0,,,,,7.6,,5000.0,,,,,1,20.0,,3.0,19.0,,,,,181.0,,,,,1604.0,1604.0,
1.0,Full HD,SSD,Mini HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,"integrada, 2.0 Mpx",,,,,,,polímero de litio,,,con tapa,,,,Intel,,,MicroSD,,16:9,L2,,,,gris,,,,,,,,panorámica,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,301.9,301.9,301.9,15.6,39.624,,,,,,23.9,22.0,37.1,1.5,,,4.0,,,,2.0,1.1,2.8,6.0,,7.6,,5000.0,,,,,1,,,5.0,63.0,37.0,,,,116.0,,185.0,108.0,,1604.0,1604.0,
1.0,,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.2,,,,,,,,,,,,,,,,1.0,Intel,MicroSD,,16:9,,,,,,,,,,,,,panorámica,,,,,,,,,,,convertible,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,912.49,912.49,912.49,12.0,30.48,,,,,45.0,22.9,21.0,29.6,1.5,,,,8.0,,64.0,,,,,,5.0,,,,,,,1,16.0,715.0,14.0,6.0,,,,3731.0,,,71.0,,,2.0,2.0,
2.0,WUXGA,,,ninguno,"wifi, Bluetooth",Bluetooth 5.2,,,,,,,,ión-litio,50.0,plástico,,,,,Intel,1.0,Intel,,,16:10,,LPDDR5,,3.0,negro,,,64.0,,,ninguno,,táctil,,,,,,,,,,,,,,,,,,,,,Laptop,,,,,,,,,,,,,,,,,492.76,568.44,530.6,12.2,30.988,300.0,,,,,21.3,21.0,29.7,1.5,,,6.0,8.0,,128.0,,,3.4,,,,,,,,,,1,16.0,715.0,,28.0,,,,3731.0,,,1043.0,355.0,,537.0,537.0,
