ofertas,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq,procesador_zocalo_de_cpu_freq
2.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,GDDR6,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,,2.0,,,,,,,,,,1768.14,1839.97,1804.06,,,,,,,,18.2,,3.7,,,,30.0,16.0,4800.0,512.0,,,4.9,,64.0,,,,,17.0,1.4,,1,16.0,22.0,135.0,,,9.0,,679.0,833.0,,1182.0,337.0,,,,
2.0,,disco duro SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,,2.0,,,,,,,,,,675.15,729.98,702.57,,,,,,,,18.3,,3.65,,,,12.0,8.0,3200.0,256.0,,,4.2,,64.0,,,,,17.0,2.5,,1,14.0,715.0,213.0,,,73.0,,3731.0,190.0,92.0,1182.0,397.0,,,,
1.0,,disco duro SSD,DisplayPort,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,GDDR6,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,24.0,1.0,,,,,,,,,,1067.29,1067.29,1067.29,,,,,,,,30.8,,38.4,5.0,,,30.0,16.0,4800.0,512.0,,2.1,5.2,,128.0,,,,,10.0,2.1,219.0,1,105.0,8.0,94.0,2259.0,866.0,10.0,,124.0,833.0,,1182.0,337.0,,,,749.0
1.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,grabadora DVD,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,profesional,12.0,4.0,1.0,1.0,,,,,,,,1343.3,1343.3,1343.3,,,,,,,,29.8,,17.0,,,,18.0,16.0,4400.0,512.0,,3.0,4.6,,128.0,,,,,37.0,3.0,117.0,1,39.0,374.0,213.0,,529.0,14.0,,3731.0,947.0,,1182.0,813.0,37.0,,,749.0
1.0,,disco duro SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,,2.0,,,,,,,,,,985.15,985.15,985.15,,,,,,,,18.3,,3.65,,,,,16.0,3200.0,512.0,,,4.4,,64.0,,,,,17.0,1.3,,1,14.0,202.0,213.0,2259.0,,59.0,,3731.0,947.0,92.0,1182.0,233.0,,,,
6.0,,,,,Ethernet,,,,,,,,,,,,,,,,AMD,,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,1 entrada micrófono,,,,,,Desktop,,microtorre,negro,,empresas,,,,,,,,,,,,604.46,1119.45,861.96,,,,,,,,29.7,,15.5,,,,,,3200.0,,,,,,,,,,,33.0,,,1,,,,,,,,,,,,,,,,
2.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,AMD,1.0,,,,,,DDR4,,,,,,64.0,,,grabadora DVD,,,Ethernet 10/100/1000,,,,,,,,,,,,,,1 entrada micrófono,,,,,,Desktop,,microtorre,negro,,empresas,,2.0,,,,,,,,,,740.49,969.98,855.24,,,,,,,,29.7,,15.5,,,,,8.0,3200.0,256.0,,,4.4,,64.0,,,,,33.0,3.9,,1,41.0,391.0,,,,54.0,,3731.0,327.0,,1182.0,813.0,,,,
2.0,,disco duro SSD,,,wifi,,,,,,,,,,,,,,,,Intel,,,,,,,DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,,,,20.0,,,,,,,,,,,723.73,845.57,784.65,,,,,,,,,,,,,,24.0,8.0,3200.0,256.0,,2.5,4.8,,,,,,,,2.5,65.0,1,84.0,,106.0,,866.0,,,,947.0,,1182.0,297.0,,,,749.0
1.0,,,,,,,,,,,,,,,,,,,,,Intel,,,,,,,DDR5,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,,2.0,1.0,,,,,,,,,364.8,364.8,364.8,,,,,,,,25.0,,20.0,2.98,,,,,,,,,,,64.0,,,,,9.0,,,1,,,33.0,,,54.0,,,,49.0,398.0,,,,,749.0
2.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,GDDR6,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,Ray tracing,Desktop,,mini ITX,,,gaming,20.0,,,,,,,,,,,1299.9,1399.99,1349.95,,,,,,,,16.1,,16.7,,,,24.0,,4800.0,1000.0,,,,,64.0,,,,,16.0,2.5,,1,,,,111.0,,,,,,,,163.0,,,,
1.0,,disco duro M.2 SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,4.0,2.0,,,,,,,,,,195.0,195.0,195.0,,,,,,,,11.2,,11.7,0.45,,,6.0,,,,,800.0,3.4,,64.0,,,,,3.0,0.8,,1,45.0,715.0,15.0,41.0,529.0,15.0,,3731.0,60.0,,398.0,397.0,,,,3.0
1.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,AMD,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,bricolaje,16.0,2.0,,,,,,,,,,1062.37,1062.37,1062.37,,,,,,,,13.0,,12.0,1.0,,,16.0,16.0,3200.0,512.0,,3.2,4.4,,,,,,,5.0,,45.0,1,12.0,391.0,8.0,2259.0,83.0,88.0,,3731.0,295.0,,398.0,589.0,,,,25.0
6.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,empresas,,,,,,,,,,,,297.44,403.37,350.4,,,,,,,,15.5,,45.0,,,,,8.0,3200.0,,,,,,,,,,,34.0,,,1,30.0,202.0,,2259.0,,12.0,,3731.0,190.0,14.0,,,,,,
1.0,,disco duro M.2 SSD,,,"wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,0.0,,,,,,DDR4,,,,,GDDR6,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,DirectX 12,Desktop,,factor de forma ultrapequeño (USFF),negro,,bricolaje,20.0,2.0,,,,,,,,,,973.69,973.69,973.69,,,,,,,,6.0,,23.0,2.0,,,24.0,,,,,3.5,4.7,,64.0,,,,,18.0,3.5,115.0,1,55.0,2.0,,41.0,529.0,6.0,,193.0,833.0,,398.0,163.0,,,,
1.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,,,12.0,2.0,1.0,,,,,,,,,478.0,478.0,478.0,,,,,,,,11.2,,11.7,0.58,,,12.0,,,,,1.3,4.6,,64.0,,,,,4.0,1.3,,1,141.0,916.0,15.0,41.0,866.0,88.0,,3731.0,947.0,,398.0,233.0,,,,43.0
1.0,,disco duro M.2 SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,8.0,,,,,,,,,,,686.99,686.99,686.99,,,,,,,,18.3,,3.65,1.25,,,12.0,8.0,3200.0,256.0,,,4.2,,,,,,,17.0,2.5,,1,14.0,202.0,213.0,2259.0,866.0,59.0,,3731.0,190.0,92.0,1182.0,397.0,,,,
1.0,,memoria flash,DisplayPort,,Ethernet,,,,,,,,,,,,,,,,AMD,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,principiante,12.0,2.0,,,,,,,,,,1872.32,1872.32,1872.32,,,,,,,,21.0,,5.0,1.4,,,8.0,16.0,3200.0,256.0,,,3.95,,,,,,,21.0,3.0,45.0,1,2.0,391.0,112.0,2259.0,,59.0,,3731.0,2.0,,,813.0,,,,
3.0,,,,,"wifi, Bluetooth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,,,"empresas, profesional",,,,,,,,,,,,323.99,1202.56,763.27,,,,,,,,43.0,,34.0,,,,,,,,,,,,,,,,,9.0,,,1,,,17.0,,,,,,,,,,,,,
2.0,,,,,Ethernet,,,,,,,,,,,,,,,,Intel,2.0,,,,,,DDR4,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,"empresas, gaming",12.0,,,,1 TB,,,,,,,679.0,927.45,803.23,,,,,,,,38.0,,17.0,7.6,,,18.0,16.0,3200.0,256.0,,2.5,4.4,,,,,,,38.0,2.5,65.0,1,79.0,202.0,40.0,41.0,529.0,931.0,,3731.0,947.0,,389.0,813.0,,,,749.0
2.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,8.0,,,,,,,,,,,317.68,333.92,325.8,,,,,,,,14.2,,14.2,0.4,,,10.0,,,,,1.2,4.4,,64.0,,,,,4.0,1.2,,1,69.0,715.0,33.0,,,73.0,,3731.0,190.0,,,813.0,,,,
1.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,,,8.0,2.0,1.0,,,,,,,,,349.0,349.0,349.0,,,,,,,,11.2,,11.7,0.58,,,10.0,,,,,1.2,4.4,,64.0,,,,,4.0,1.2,,1,69.0,916.0,15.0,41.0,529.0,88.0,,3731.0,190.0,,398.0,813.0,,,,43.0
1.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,semitorre,negro,,empresas,24.0,,,,,,,,,,,2097.87,2097.87,2097.87,,,,,,,,46.2,,18.5,,,,30.0,64.0,,1000.0,,3.2,5.2,,,,,,,42.0,3.2,125.0,1,9.0,715.0,,111.0,529.0,931.0,,3731.0,356.0,,1182.0,337.0,,,,749.0
2.0,,disco duro SSD,,,"wifi, Bluetooth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,,,"empresas, profesional",,,,,,,,,,,,323.99,359.28,341.63,,,,,,,,43.0,,34.0,,,,,,,,,,,,,,,,,9.0,,,1,,,17.0,,,,,,,,165.0,,,,,
1.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,,,profesional,20.0,,1.0,1.0,,,,,,,,1774.5,1774.5,1774.5,,,,,,,,29.8,,17.0,,,,25.0,32.0,,1000.0,,2.1,4.9,,,,,,,37.0,,180.0,1,52.0,374.0,213.0,2259.0,529.0,,,3731.0,833.0,,1182.0,297.0,37.0,,,749.0
1.0,,disco duro M.2 SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,12.0,,,,,,,,,,,766.0,766.0,766.0,,,,,,,,18.3,,17.9,,,,18.0,8.0,3200.0,256.0,,2.0,4.4,,,,,,,3.0,,74.0,1,29.0,374.0,213.0,,529.0,56.0,,,947.0,92.0,1182.0,813.0,,,,749.0
1.0,,disco duro M.2 SSD,,,"Bluetooth, Ethernet, wifi",,,,,,,,,,,,,,,IEEE 802.11ax,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,,,,,8.0,,,,,,,,,,,408.31,408.31,408.31,,,,,,,,11.68,,16.35,6.0,,,6.0,,3200.0,,,1.8,3.8,,32.0,,,,,2.0,1.8,,1,32.0,1.0,,,,59.0,,3731.0,190.0,,,589.0,,,,
4.0,,memoria flash,HDMI,,"Bluetooth, wifi",,,,,,,,,,,,,,,,Intel,1.0,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,212.54,306.23,259.38,,,,,,,,7.0,,7.0,,,,,4.0,,,,,,,,,,,,3.0,,,1,,,,,,931.0,,,,,27.0,,,,,
1.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,12.0,2.0,1.0,,,,,,,,,599.0,599.0,599.0,,,,,,,,11.2,,11.7,0.58,,,12.0,,,,,1.7,5.0,,64.0,,,,,4.0,1.7,,1,134.0,916.0,15.0,41.0,866.0,88.0,,3731.0,833.0,,398.0,233.0,,,,43.0
1.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,semitorre,negro,,empresas,24.0,,,,,,,,,,,2089.4,2089.4,2089.4,,,,,,,,46.2,,18.5,,,,30.0,32.0,,1000.0,,3.2,5.2,,,,,,,42.0,3.2,125.0,1,9.0,715.0,,111.0,529.0,931.0,,3731.0,356.0,,1182.0,337.0,,,,749.0
2.0,,disco duro M.2 SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,,2.0,,,,,,,,,,337.1,399.03,368.06,,,,,,,,23.8,,20.0,2.2,,,,,,,,,,,64.0,,,,,7.0,,,1,,,33.0,,,88.0,,,,49.0,398.0,,,,,749.0
1.0,,disco duro M.2 SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,AMD,1.0,,,,,,DDR5,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,,,gaming,16.0,2.0,,,,,,,,,,711.66,711.66,711.66,,,,,,,,,,,,,,16.0,32.0,5600.0,1000.0,,,5.1,,64.0,,,,,,,,1,19.0,51.0,,2259.0,,,,,295.0,,1182.0,589.0,,,,
1.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,12.0,2.0,1.0,,,,,,,,,499.0,499.0,499.0,,,,,,,,11.2,,11.7,0.58,,,12.0,,,,,1.7,4.7,,64.0,,,,,4.0,1.7,,1,93.0,916.0,15.0,41.0,529.0,88.0,,3731.0,833.0,,398.0,233.0,,,,43.0
1.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,24.0,,,,,,,,,,,2628.95,2628.95,2628.95,,,,,,,,18.2,,3.7,,,,30.0,32.0,4800.0,1024.0,,2.1,5.2,,,,,,,17.0,2.1,219.0,1,105.0,8.0,135.0,,866.0,931.0,,124.0,833.0,,200.0,1.0,,,,749.0
1.0,,disco duro M.2 SSD,DisplayPort,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,GDDR6,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,8.0,,,,,,,,,,,1656.03,1656.03,1656.03,,,,,,,,30.8,,38.4,5.9,,,30.0,16.0,4800.0,512.0,,,5.2,,128.0,,,,,10.0,2.1,,1,105.0,8.0,94.0,,866.0,10.0,,124.0,833.0,,1182.0,337.0,,,,749.0
1.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,GDDR6X,64.0,,,grabadora DVD,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,Ray tracing,Desktop,,torre,negro,,profesional,24.0,4.0,1.0,1.0,,,,,,,,1000.45,1000.45,1000.45,,,,,,,,29.8,,17.0,6.5,,,30.0,32.0,4400.0,1000.0,,,5.2,,128.0,,,,,37.0,3.2,125.0,1,9.0,70.0,213.0,,529.0,95.0,,679.0,356.0,,1182.0,337.0,37.0,,,749.0
1.0,,disco duro M.2 SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,16.0,,,,,,,,,,,804.99,804.99,804.99,,,,,,,,18.3,,3.65,1.25,,,20.0,16.0,3200.0,512.0,,,4.4,,,,,,,17.0,1.3,,1,14.0,202.0,213.0,2259.0,866.0,59.0,,3731.0,947.0,92.0,1182.0,233.0,,,,
1.0,,disco duro M.2 SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,2.0,,,,,,,,1.0,,1223.91,1223.91,1223.91,,,,,,,,30.3,,9.5,4.2,,,18.0,8.0,3200.0,512.0,,2.5,4.4,,,,,,,27.0,2.5,65.0,1,79.0,202.0,106.0,2259.0,529.0,87.0,,3731.0,947.0,33.0,1182.0,813.0,,,,749.0
1.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,GDDR6,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,Ray tracing,Desktop,,mini ITX,,,gaming,20.0,,,,,,,,,,,1399.99,1399.99,1399.99,,,,,,,,16.1,,16.7,,,,24.0,32.0,4800.0,1000.0,,3.5,4.7,,64.0,,,,,16.0,2.5,115.0,1,55.0,183.0,,86.0,529.0,,,412.0,833.0,,,163.0,,,,
1.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,"empresas, principiante",8.0,,,,,,,,,,,485.28,485.28,485.28,,,,,,,,44.0,,22.0,6.0,,,6.0,8.0,2666.0,500.0,,3.6,4.3,,,,,,,39.0,3.6,65.0,1,2.0,3.0,,86.0,123.0,65.0,,,190.0,,27.0,397.0,,,,135.0
3.0,,,,,"wifi, Ethernet",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,,8.0,2.0,,,,,,,,,,371.05,415.99,393.52,,,,,,,,12.0,,12.3,5.0,,,10.0,,3200.0,,,1.2,4.5,,64.0,,,,,4.0,1.2,,1,50.0,916.0,21.0,,,4.0,,,190.0,,,813.0,,,,
1.0,,disco duro HDD,,,"wifi, Ethernet",,,,,,,,,,,,,,,IEEE 802.11n,Intel,1.0,,,,,,DDR3,,,,,,,,,grabadora DVD,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,semitorre,negro,,,,,,,1 TB,,,,,,,337.5,337.5,337.5,,,,,,,,41.0,,18.0,9.0,,,2.0,4.0,1600.0,,,2.7,,,,,,,,36.0,2.7,,1,1.0,22.0,40.0,41.0,3.0,,,3731.0,,,1.0,51.0,,,,2.0
3.0,,disco duro M.2 SSD,,,"wifi, Bluetooth",Bluetooth 5.0,,,,,,,,,,,,,,IEEE 802.11ax,,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,bricolaje,,1.0,,,,,,,,,,417.5,1166.76,792.13,,,,,,,,11.5,,11.5,7.0,,,8.0,8.0,,256.0,,,,,,,,,,4.0,,15.0,1,,8.0,4.0,2259.0,19.0,,,3731.0,,,200.0,,,,,25.0
1.0,,disco duro SSD,HDMI,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,,0.0,,,,,,DDR4,,,,,,,,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,bricolaje,,,,,,,,,,,,586.77,586.77,586.77,,,,,,,,13.42,,13.91,,,,,,,,,,,,,,,,,4.0,,,1,28.0,916.0,21.0,,,931.0,,,,,398.0,,,,,
1.0,,disco duro M.2 SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,24.0,,,,,,,,,,,1159.99,1159.99,1159.99,,,,,,,,18.3,,3.65,1.25,,,30.0,16.0,3200.0,512.0,,,4.9,,,,,,,17.0,1.4,,1,16.0,374.0,213.0,2259.0,866.0,59.0,,3731.0,833.0,92.0,1182.0,337.0,,,,
1.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR4,,,,,GDDR6,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,12.0,2.0,,,,,,,,,,769.0,769.0,769.0,,,,,,,,18.3,,17.9,8.4,,,18.0,16.0,3200.0,512.0,,2.5,4.4,,32.0,,,,,3.0,2.5,65.0,1,104.0,164.0,213.0,,529.0,3.0,,679.0,947.0,92.0,389.0,813.0,,,,749.0
